	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.0219	0.0778	0.1236	0.0935
atcc2	0.0219	0.0	0.0788	0.1207	0.0926
atcc3	0.0778	0.0788	0.0	0.0684	0.0473
atcc4	0.1236	0.1207	0.0684	0.0	0.0578
atcc5	0.0935	0.0926	0.0473	0.0578	0.0
