	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	1.745099155984911e-09	3.839218174165993e-09	3.839218174165993e-09	3.839218174165993e-09
atcc2	1.745099155984911e-09	0.0	2.094119021835527e-09	2.094119021835527e-09	2.094119021835527e-09
atcc3	3.839218174165993e-09	2.094119021835527e-09	0.0	0.0	0.0
atcc4	3.839218174165993e-09	2.094119021835527e-09	0.0	0.0	0.0
atcc5	3.839218174165993e-09	2.094119021835527e-09	0.0	0.0	0.0
