	faith_pd
Patient1-fresh	9.51533153721879
Patient1-frozen	9.646590755570093
Patient2-fresh	10.329977329370381
Patient2-frozen	10.809629301923023
Patient3-fresh	10.716938670476189
Patient3-frozen	8.783632361017963
