	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.018834797528508817	0.059582954445953226	0.038116141392959164	0.05355991846912649
atcc2	0.018834797528508817	0.0	0.05224883087780234	0.04105961492110667	0.04692053882645873
atcc3	0.059582954445953226	0.05224883087780234	0.0	0.032839894988226724	0.015425466573787508
atcc4	0.038116141392959164	0.04105961492110667	0.032839894988226724	0.0	0.02471068940540893
atcc5	0.05355991846912649	0.04692053882645873	0.015425466573787508	0.02471068940540893	0.0
