	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.011685972227078442	0.021516924301526467	0.016151858385327428	0.019268210740071283
atcc2	0.011685972227078442	0.0	0.023537420569301987	0.02079749403465417	0.02173634811534611
atcc3	0.021516924301526467	0.023537420569301987	0.0	0.01497875002649934	0.011441306456783708
atcc4	0.016151858385327428	0.02079749403465417	0.01497875002649934	0.0	0.015406471706455913
atcc5	0.019268210740071283	0.02173634811534611	0.011441306456783708	0.015406471706455913	0.0
