# Constructed from biom file
#OTU ID	Patient1-fresh	Patient1-frozen	Patient2-fresh	Patient2-frozen	Patient3-fresh	Patient3-frozen
AY850119	124.0	199.0	297.0	209.0	452.0	655.0
AJ583243	1033.0	868.0	0.0	0.0	0.0	0.0
AY033434	633.0	619.0	288.0	209.0	96.0	213.0
CQ889266	926.0	858.0	0.0	0.0	0.0	0.0
FR749934	721.0	628.0	244.0	150.0	0.0	0.0
HM103931	0.0	0.0	0.0	0.0	1163.0	555.0
AY764158	0.0	14.0	18.0	0.0	817.0	1125.0
Y07841	140.0	476.0	224.0	200.0	464.0	48.0
AB510704	0.0	0.0	0.0	0.0	603.0	844.0
AJ582080	196.0	139.0	209.0	138.0	281.0	501.0
AF537605	0.0	0.0	490.0	889.0	0.0	0.0
FJ611794	666.0	884.0	0.0	0.0	0.0	0.0
CP003274	0.0	0.0	534.0	357.0	344.0	406.0
ABIK02000013	294.0	334.0	395.0	307.0	0.0	14.0
HM626178	57.0	74.0	1017.0	870.0	113.0	51.0
FJ185225	59.0	54.0	122.0	198.0	787.0	77.0
L76604	0.0	0.0	0.0	0.0	984.0	568.0
AB698912	0.0	0.0	686.0	514.0	0.0	0.0
JNHQ01000190	0.0	0.0	746.0	437.0	0.0	0.0
AB693938	0.0	0.0	690.0	431.0	25.0	0.0
AY169428	0.0	0.0	610.0	486.0	301.0	116.0
ACWG01000065	0.0	0.0	0.0	0.0	601.0	358.0
AM084229	74.0	156.0	317.0	345.0	37.0	0.0
JF506642	22.0	0.0	483.0	415.0	0.0	0.0
CP001104	0.0	0.0	532.0	317.0	0.0	0.0
AB595132	0.0	0.0	0.0	0.0	532.0	284.0
AY546096	0.0	0.0	437.0	367.0	0.0	0.0
HM126553	175.0	370.0	80.0	93.0	52.0	0.0
X82062	0.0	0.0	392.0	363.0	0.0	0.0
X95624	250.0	450.0	0.0	0.0	0.0	0.0
AB006127	0.0	56.0	298.0	330.0	0.0	0.0
EU483153	0.0	0.0	303.0	315.0	50.0	0.0
AB547674	0.0	0.0	250.0	414.0	0.0	0.0
AB470343	0.0	0.0	0.0	0.0	228.0	427.0
EF436500	0.0	0.0	185.0	202.0	261.0	29.0
GU938836	0.0	0.0	82.0	86.0	497.0	112.0
FR749932	0.0	0.0	371.0	255.0	0.0	0.0
KF318815	0.0	0.0	0.0	0.0	351.0	215.0
EF519868	0.0	0.0	301.0	230.0	0.0	0.0
KF598968	0.0	0.0	0.0	0.0	328.0	177.0
JILU01000043	0.0	0.0	247.0	244.0	0.0	0.0
JF824809	0.0	0.0	0.0	0.0	277.0	211.0
AY365452	0.0	0.0	263.0	213.0	0.0	0.0
AJ011522	0.0	0.0	799.0	570.0	0.0	0.0
KF814111	0.0	0.0	0.0	0.0	246.0	203.0
KF913783	0.0	0.0	248.0	185.0	0.0	0.0
AAXA02000014	313.0	504.0	0.0	0.0	0.0	0.0
JQ780830	57.0	165.0	57.0	106.0	144.0	0.0
KF600171	0.0	0.0	0.0	0.0	278.0	146.0
AB233029	271.0	453.0	101.0	55.0	0.0	0.0
AY525790	0.0	0.0	0.0	0.0	315.0	66.0
AARG01000010	0.0	0.0	0.0	0.0	203.0	176.0
AY968205	0.0	0.0	174.0	204.0	0.0	0.0
AB661433	0.0	0.0	75.0	67.0	145.0	82.0
EU526291	0.0	0.0	160.0	199.0	0.0	0.0
CAHB01000032	52.0	91.0	0.0	0.0	193.0	20.0
BAEW01000035	96.0	253.0	83.0	73.0	138.0	0.0
AB547651	0.0	0.0	214.0	135.0	0.0	0.0
AFCB01000311	162.0	176.0	0.0	0.0	0.0	0.0
AAXA02000007	122.0	194.0	0.0	0.0	0.0	0.0
JX435052	62.0	121.0	33.0	36.0	60.0	0.0
AB910737	0.0	0.0	0.0	0.0	175.0	114.0
X72865	86.0	86.0	44.0	24.0	16.0	25.0
AP010969	44.0	73.0	131.0	24.0	0.0	0.0
DQ174182	0.0	0.0	175.0	93.0	0.0	0.0
AB691576	0.0	0.0	148.0	112.0	0.0	0.0
JF313108	46.0	81.0	0.0	0.0	75.0	44.0
DI141025	114.0	126.0	0.0	0.0	0.0	0.0
AB089244	0.0	0.0	0.0	0.0	163.0	75.0
AB916502	0.0	0.0	0.0	0.0	64.0	171.0
X78719	45.0	81.0	0.0	0.0	95.0	0.0
AB234868	0.0	0.0	69.0	79.0	69.0	0.0
AB037874	13.0	16.0	111.0	75.0	0.0	0.0
AJ234040	55.0	87.0	36.0	30.0	0.0	0.0
FR749945	79.0	127.0	0.0	0.0	0.0	0.0
DQ100449	76.0	127.0	0.0	0.0	0.0	0.0
EF564278	99.0	98.0	91.0	52.0	0.0	37.0
AB547640	0.0	0.0	0.0	0.0	102.0	72.0
FJ792537	0.0	0.0	4.0	0.0	63.0	110.0
AB009941	55.0	113.0	0.0	0.0	0.0	0.0
HQ455040	66.0	62.0	39.0	0.0	0.0	0.0
AB739700	0.0	0.0	81.0	64.0	0.0	0.0
JF803497	0.0	0.0	0.0	0.0	119.0	21.0
FJ715928	37.0	35.0	29.0	34.0	56.0	11.0
AB599947	0.0	0.0	0.0	0.0	79.0	51.0
JAGQ01000004	0.0	0.0	0.0	0.0	126.0	0.0
Y18186	52.0	69.0	0.0	0.0	0.0	0.0
AJ270482	96.0	80.0	0.0	0.0	0.0	0.0
EU379296	22.0	91.0	0.0	0.0	0.0	0.0
ACLP01000023	0.0	0.0	73.0	72.0	39.0	0.0
AB443949	0.0	0.0	0.0	0.0	50.0	58.0
AGXU01000010	42.0	61.0	0.0	0.0	0.0	0.0
AF028352	54.0	46.0	0.0	0.0	0.0	0.0
X82500	0.0	0.0	65.0	35.0	0.0	0.0
X55797	0.0	0.0	50.0	130.0	0.0	0.0
JF313109	22.0	43.0	28.0	0.0	0.0	0.0
AJ270474	0.0	0.0	42.0	50.0	0.0	0.0
AB020729	0.0	0.0	46.0	42.0	0.0	0.0
CBXK010003053	0.0	0.0	0.0	0.0	48.0	39.0
AB490804	0.0	0.0	20.0	8.0	35.0	23.0
AF542233	0.0	0.0	52.0	34.0	0.0	0.0
Y10772	7.0	38.0	16.0	18.0	4.0	0.0
AM419459	0.0	0.0	51.0	29.0	0.0	0.0
HV323579	0.0	0.0	0.0	0.0	50.0	24.0
ADLJ01000059	17.0	54.0	0.0	0.0	0.0	0.0
AB534168	33.0	32.0	0.0	0.0	0.0	0.0
LN558625	0.0	0.0	0.0	0.0	35.0	29.0
AY570514	23.0	37.0	0.0	0.0	0.0	0.0
AZJF01000006	0.0	0.0	0.0	0.0	60.0	0.0
FJ263375	0.0	0.0	42.0	17.0	0.0	0.0
FJ711181	0.0	0.0	25.0	31.0	0.0	0.0
KC311367	54.0	0.0	15.0	24.0	0.0	46.0
U82813	0.0	0.0	11.0	16.0	27.0	0.0
AEPE02000003	43.0	10.0	0.0	0.0	0.0	0.0
AB661436	0.0	0.0	53.0	0.0	0.0	0.0
AB022027	19.0	20.0	11.0	0.0	0.0	0.0
Y08828	26.0	50.0	0.0	0.0	0.0	0.0
JF506644	0.0	48.0	0.0	0.0	0.0	0.0
AY552788	0.0	0.0	0.0	0.0	24.0	20.0
DQ911243	0.0	0.0	0.0	0.0	39.0	0.0
EU309492	0.0	0.0	0.0	0.0	38.0	0.0
JN700236	0.0	0.0	24.0	0.0	13.0	0.0
AY281078	0.0	0.0	36.0	0.0	0.0	0.0
ABDX01000067	0.0	0.0	0.0	0.0	24.0	10.0
BAME01000208	0.0	0.0	0.0	0.0	34.0	0.0
AY724678	0.0	0.0	0.0	0.0	31.0	0.0
FJ823142	12.0	18.0	0.0	0.0	0.0	0.0
CU463952	0.0	0.0	0.0	0.0	18.0	11.0
AB775575	9.0	17.0	0.0	0.0	0.0	0.0
JN020358	0.0	0.0	0.0	0.0	24.0	18.0
ACCJ01000522	0.0	0.0	23.0	0.0	0.0	0.0
AB818947	0.0	22.0	0.0	0.0	0.0	0.0
KF906605	0.0	0.0	5.0	16.0	0.0	0.0
X77844	0.0	0.0	0.0	0.0	20.0	0.0
ACCF01000268	12.0	7.0	0.0	0.0	0.0	0.0
AWSC01000005	0.0	11.0	6.0	13.0	0.0	0.0
AF537607	0.0	0.0	17.0	0.0	0.0	0.0
GQ241687	0.0	0.0	0.0	17.0	0.0	0.0
ASSQ01000021	0.0	0.0	0.0	0.0	13.0	17.0
AM084228	0.0	0.0	0.0	16.0	0.0	0.0
FN401324	0.0	0.0	0.0	0.0	0.0	16.0
FN401326	0.0	0.0	0.0	0.0	15.0	0.0
EF558366	0.0	0.0	14.0	0.0	0.0	0.0
Y13105	12.0	0.0	0.0	0.0	0.0	0.0
CP003058	0.0	0.0	0.0	0.0	12.0	0.0
GU561308	11.0	0.0	0.0	0.0	0.0	0.0
CAEN01000062	0.0	3.0	8.0	0.0	3.0	0.0
AY850117	0.0	0.0	0.0	11.0	0.0	0.0
EU156766	0.0	0.0	10.0	0.0	0.0	0.0
AB490809	0.0	0.0	0.0	0.0	10.0	0.0
GQ927308	9.0	0.0	0.0	0.0	0.0	0.0
ASWJ01000007	0.0	0.0	9.0	0.0	0.0	0.0
AF292372	0.0	8.0	0.0	0.0	0.0	0.0
AF192154	0.0	0.0	0.0	0.0	8.0	0.0
AY044916	6.0	0.0	0.0	0.0	0.0	0.0
AB023838	0.0	5.0	0.0	0.0	0.0	0.0
AB490803	0.0	0.0	0.0	0.0	0.0	5.0
FN178464	0.0	0.0	0.0	0.0	4.0	0.0
KC252865	0.0	0.0	3.0	0.0	0.0	0.0
AJ413954	0.0	0.0	0.0	3.0	0.0	0.0
8ac77091e9e9e898db202290d9f581bb	0.0	0.0	13184.0	6949.0	17567.0	34860.0
e1aa850043161a9bc9a0581fb79fa204	6531.0	15736.0	0.0	0.0	0.0	0.0
1b8533125857533d3aaf58d1fdc0addf	2570.0	4171.0	13675.0	5719.0	475.0	77.0
4ab40a0a2ee3be13e9f77daf5075461f	1874.0	4158.0	0.0	0.0	9113.0	2279.0
cad75ab34b462e4e03f2536a185582f2	5045.0	7019.0	0.0	0.0	0.0	0.0
d0633bda713632fba49f9ccaa6ac20cf	1311.0	2412.0	9115.0	5684.0	43.0	63.0
c179878fc44e77ba3d4892177b18bc47	4066.0	7383.0	2605.0	3486.0	0.0	0.0
35c820e3bc24b9801b58068fd3e7beea	0.0	0.0	0.0	0.0	3864.0	7558.0
42d9e658136d58166aecdddacec2c998	5002.0	5117.0	0.0	0.0	0.0	0.0
f92e64bdcc7071c9bc1275edf093f87b	3602.0	5904.0	0.0	0.0	0.0	0.0
5953d803a3cec74707cac1f07f0e7039	0.0	0.0	0.0	0.0	3252.0	9454.0
1a901c6d139772d02ade3f877874449c	0.0	0.0	0.0	0.0	3108.0	5593.0
d8b5ecb9bf80dace542cb89d1ecbe884	496.0	796.0	4023.0	2839.0	161.0	0.0
86cacd8a55a5a7613681e61415203e07	248.0	579.0	1193.0	1186.0	4095.0	391.0
078c759513771d9fce12180bc3f0027e	3218.0	3098.0	518.0	331.0	227.0	468.0
79480c02b2d561bd680768e198650f7d	0.0	0.0	3774.0	3169.0	0.0	0.0
ede41e3bbb2969666ee10aec3e03e548	0.0	0.0	4096.0	2800.0	0.0	0.0
48f42818061bb6f1201783fb8551df08	314.0	530.0	4123.0	4613.0	6.0	0.0
00b8935a0f1568dd1eade356c924ce2d	1385.0	3058.0	1452.0	1997.0	814.0	290.0
4abeec9a499697194f13b5fa9d81c06f	0.0	0.0	0.0	0.0	3847.0	2144.0
9f0a43957ec076646c645a8e3bb8d9b6	0.0	0.0	923.0	816.0	1862.0	3951.0
6a7ae28ed5238fa6ac05ca1eaa0c194b	603.0	998.0	4976.0	4521.0	0.0	0.0
4af066e9036806452542f401bb7a453a	1503.0	2627.0	13.0	0.0	0.0	0.0
6c9215c4a87a088583cda25a35b587ef	0.0	0.0	2710.0	1416.0	249.0	216.0
ba1bb69561fa928a0393715fdb2c095e	1653.0	1883.0	0.0	0.0	0.0	0.0
51baf17509ad285feb456c3ab786b417	1303.0	1920.0	0.0	0.0	0.0	0.0
aca7195ca770868f87866985c9e9e641	1076.0	2085.0	14.0	21.0	0.0	0.0
0fc457a82b85dcd7b2ca7861f1a45b9b	1103.0	1646.0	0.0	0.0	0.0	0.0
f07d97227eaa80d595e1be6633f9b27e	584.0	895.0	577.0	449.0	0.0	0.0
b212b557ee58c15e03268b3ab9b11f2d	696.0	860.0	501.0	448.0	0.0	0.0
707d3862cde0e39cc1c4b7d6c7b6d000	640.0	703.0	956.0	762.0	62.0	47.0
221ef97b5d9c66a6a067d8ac90bd9386	443.0	1318.0	57.0	54.0	608.0	72.0
3f224c04197de42bf891c668d712cbf8	380.0	377.0	225.0	351.0	370.0	602.0
b72b6ac4be5aba1df60ef7f8d344741a	0.0	0.0	1273.0	840.0	82.0	66.0
48aa2eb6e02e33f86a88b3ba8599829a	0.0	0.0	0.0	0.0	2009.0	232.0
725eef8c44af435b03a63b6933980306	0.0	0.0	1206.0	971.0	0.0	0.0
1eac25eff77f29b12db19d09ae510758	0.0	0.0	1094.0	923.0	203.0	76.0
99c1895b92201465f719c55ace4ec8a7	0.0	0.0	0.0	0.0	1912.0	186.0
667d007e76fdb8b85c1b32dffc41055c	763.0	1278.0	0.0	0.0	0.0	0.0
fefed28057492c64214a9241b9a41ec5	830.0	1151.0	0.0	0.0	0.0	0.0
1731cd86d95aeeb77dfe056d3369212a	0.0	0.0	1150.0	771.0	18.0	0.0
1d8d6a9b302d578c55cfe8986420eb0a	0.0	0.0	1117.0	739.0	0.0	0.0
190908e638a269816299023d1545b363	321.0	469.0	533.0	452.0	0.0	41.0
eefe997fd043a93b0667950f115739b0	0.0	0.0	76.0	59.0	696.0	1038.0
ac83864d0357cf623cc8571b0db0fc77	0.0	0.0	1049.0	706.0	0.0	0.0
6213149ecc73e248e0ca3baa26c74297	547.0	736.0	214.0	149.0	0.0	0.0
0b14a8232b02cf19591324cb1c39f809	489.0	1070.0	0.0	0.0	0.0	0.0
a0fb8138a8ed436d456c20240feee92d	580.0	838.0	168.0	130.0	0.0	0.0
24406334b06ab32ee2fc6e98ed112517	0.0	0.0	47.0	41.0	1285.0	51.0
9dd1d1f9f1898a3f63e7c6bac3aaad33	0.0	0.0	0.0	0.0	442.0	791.0
6ccce968eac04572bece9d89ef4a0996	0.0	0.0	665.0	559.0	0.0	0.0
318264631ea044689f842df495824a6e	929.0	1429.0	0.0	0.0	0.0	0.0
d51b4bfa1557ea1142e70d52f9b6df6e	410.0	799.0	0.0	0.0	0.0	0.0
ac6de7cc39bc6cdb4a6b7365810318b8	533.0	610.0	0.0	0.0	40.0	23.0
eb2a96aa56b95e0d6dd02e2e2e456cd9	894.0	1082.0	0.0	0.0	0.0	0.0
41acef9a7ad40f6fe443c7e2bd7e8770	358.0	651.0	0.0	0.0	0.0	0.0
c776879657523b3d5678e028fee6821a	498.0	438.0	44.0	28.0	0.0	0.0
48f5e95f3c1fca3599f5325c8566b1a1	0.0	0.0	574.0	434.0	0.0	0.0
52cdc08aca9cd994c92787d849721bd1	415.0	563.0	0.0	0.0	21.0	0.0
924a494161073de99ca1cbec6622dd82	0.0	0.0	572.0	452.0	0.0	0.0
fc73db5fc695aed819e52f83991cd207	0.0	0.0	605.0	330.0	0.0	0.0
c2167b9d3993557b3111f39040b4ede6	538.0	787.0	0.0	0.0	0.0	0.0
508551d25030b855588af4a28dbeeb71	0.0	0.0	0.0	0.0	355.0	488.0
f9a622a2e1beaccfc7e96da5d55a45d0	0.0	9.0	483.0	338.0	11.0	0.0
8820d42732c53d2b595eff3c7e523be2	0.0	0.0	549.0	443.0	0.0	0.0
0c1b4a1b5278a17ec7bd08c38db6c34c	338.0	402.0	0.0	0.0	0.0	0.0
494edfe36819b5c377ed233588bd7dcd	238.0	419.0	0.0	0.0	16.0	0.0
f4311dc71b404c3f2e2c978fad9189a8	0.0	0.0	371.0	301.0	0.0	0.0
662198f44152a0c40300426e1ab92c14	0.0	0.0	656.0	581.0	0.0	0.0
51987510bfac9c1a64e95a817d293403	235.0	403.0	0.0	0.0	0.0	0.0
571e157674d622e3e8063f47c3e593c7	0.0	0.0	122.0	85.0	343.0	83.0
d5723a5878ae237d17eea1dafa89e178	0.0	0.0	348.0	283.0	0.0	0.0
92d44c1f2a6cbbf2b6d8b18b1a6ea3e4	0.0	0.0	0.0	0.0	394.0	232.0
9f20640870d496243d8ae2364cf31524	261.0	354.0	0.0	0.0	0.0	0.0
261303de8c3e07cb560c6e3a9f12dae5	0.0	0.0	0.0	0.0	260.0	352.0
84d5b4ce5dac1b07d5672be9882577f7	89.0	85.0	323.0	265.0	40.0	0.0
e2ac96cb0f8dd71ef17b8cf8b4bfadcb	0.0	0.0	0.0	0.0	254.0	267.0
84fd7d9b09a20383d762480e9514c7d7	145.0	354.0	0.0	0.0	0.0	0.0
174100eaf90add2e20508d25fb1ce6e0	0.0	62.0	249.0	214.0	0.0	0.0
672c1a9d033a2a411d8ee757510141d5	0.0	0.0	249.0	206.0	30.0	0.0
58c0d9bfe71c757b28b7a4c8cdc9d362	220.0	209.0	0.0	0.0	0.0	0.0
f34132a0c3a90d937b62acf068ce811d	0.0	0.0	252.0	154.0	0.0	0.0
4b43d6b58cae572c58083583f883a8e3	89.0	85.0	281.0	180.0	0.0	0.0
0e297e62fc4e7907d10065320d6691bf	207.0	179.0	0.0	0.0	0.0	0.0
17b7cb9eba9fc65030bf2efb2532a96c	0.0	0.0	0.0	0.0	224.0	191.0
c060f90dcb0e8bff750cd0bf112f1a4b	0.0	0.0	196.0	177.0	0.0	0.0
284e0f4020f00564b173f1bbfe97e5c0	155.0	209.0	0.0	0.0	0.0	0.0
84de8cd8811524d3807763f3d4f81861	307.0	310.0	0.0	0.0	0.0	0.0
1ec21171fb5a376438e5db48680d852f	251.0	339.0	0.0	0.0	0.0	0.0
72b5e2b94a7c0a4ffe5c5d986147bfe0	0.0	0.0	204.0	149.0	0.0	0.0
5c3ffbb94394f75122c28db8f9ea702d	127.0	225.0	0.0	0.0	0.0	0.0
7986a2830c70148189c283d9f6a042c5	0.0	0.0	0.0	0.0	186.0	166.0
1e08f503404da21eb6c845aa34ba729e	0.0	0.0	176.0	174.0	0.0	0.0
96016637e0b25f74ebf809be83d4d92b	0.0	0.0	0.0	0.0	186.0	150.0
2b8d41a4a363a888133e2744aeff134b	0.0	0.0	175.0	157.0	41.0	35.0
5165bfa8fad739ecaaabb368fbef34d8	0.0	0.0	116.0	197.0	0.0	0.0
431eeb9f432daeeb2d7ebc8339ab99a0	0.0	0.0	98.0	211.0	0.0	0.0
b4be07b52ee019b369f026851a200acd	0.0	0.0	162.0	145.0	0.0	0.0
dc6250ff53903caa02c0a05ea066ef8b	117.0	172.0	0.0	0.0	0.0	0.0
a0830e22862fddbba89c96b7c71c73ca	0.0	41.0	100.0	70.0	53.0	57.0
84b1e3e19238594859b8bdb408b8020c	0.0	0.0	268.0	148.0	0.0	0.0
bd27dbc1b80fa5525c593714c0de0e46	0.0	0.0	147.0	118.0	0.0	0.0
d6b63689867821d3a85aa897b6747b35	112.0	141.0	0.0	0.0	0.0	0.0
c1dfcb4432fe4718f5b1eb4a88e3d799	0.0	0.0	155.0	93.0	0.0	0.0
c869ff8c36c5ce03166dd51cdb2d164a	0.0	0.0	102.0	130.0	0.0	0.0
bbc644047b1466fd7a8dbad0678525a3	0.0	0.0	123.0	108.0	0.0	0.0
d2310fef8999b2a5267f13c366cd8ff4	0.0	0.0	219.0	152.0	0.0	0.0
ac24c165f83bcefb0bec9d3c4c145f99	93.0	99.0	0.0	0.0	20.0	0.0
bb46f1d77923f9f2adf04ad06ad711c2	0.0	0.0	139.0	73.0	0.0	0.0
9799c19d96c0f62c5cfafd9a49c0b52a	73.0	133.0	0.0	0.0	0.0	0.0
ff5609932ea51771c10acb90e1a69df0	0.0	0.0	108.0	96.0	0.0	0.0
814466e128e7890df9e985779abffae3	0.0	0.0	0.0	0.0	78.0	126.0
343603b5fcf000bdd2cc1f9f7dbaf55b	0.0	0.0	88.0	106.0	0.0	0.0
33982d29939cc3063eb71528fc21ba4c	70.0	122.0	0.0	0.0	0.0	0.0
0712f85707f14ae99a3c05d559d3c990	0.0	0.0	102.0	90.0	0.0	0.0
e912882f299826888732862c1c7964f3	0.0	0.0	106.0	84.0	0.0	0.0
c73ab00b03a3bdc8a73175d58b32bf3d	82.0	106.0	0.0	0.0	0.0	0.0
8266d9a3207df01657dcc7c4386408e5	88.0	97.0	0.0	0.0	0.0	0.0
dc8f9f1f0b427909cd9e78dc1f23a050	91.0	91.0	0.0	0.0	0.0	0.0
30867ee0d3ea2df9cacc09df8580a59f	69.0	113.0	0.0	0.0	0.0	0.0
399317ca23709998f1c8cd5b79c87abb	0.0	0.0	0.0	0.0	102.0	79.0
d390e673bd9cdb31b4cf5e1359663b04	80.0	135.0	0.0	0.0	0.0	0.0
bfb8ceaf632816a4e6dc3a2728ad07cc	37.0	0.0	74.0	60.0	0.0	0.0
c9e8a97ef50af1fc439ffc86da93a15c	0.0	0.0	70.0	34.0	38.0	29.0
9ea5a2bb4ad0efdfa4e301c0d71b17a0	0.0	0.0	89.0	65.0	0.0	0.0
39ef8de964d6343746130e7be21364a7	0.0	0.0	0.0	0.0	56.0	87.0
7dd61afeda86c87ca59d70e24f81ae97	0.0	0.0	73.0	68.0	0.0	0.0
8d0806253cc5b51dde2cb00ee0c1fe18	0.0	0.0	72.0	57.0	0.0	0.0
1df1a8698a369425ce69d95db9863041	0.0	0.0	82.0	42.0	0.0	0.0
210f395c073a41d65afeb17fd614b8a9	0.0	0.0	41.0	83.0	0.0	0.0
4379facbf0c2b07fcc3123478023f757	0.0	0.0	0.0	0.0	79.0	45.0
f8052fd6bf66eacf72d70d4e91d8d68d	31.0	85.0	0.0	0.0	0.0	0.0
b414eed16aa3e03667476f00e9c925db	0.0	0.0	65.0	50.0	0.0	0.0
10972251825aa20ccd367dc84f8f47a2	52.0	62.0	0.0	0.0	0.0	0.0
c2dbf87788d7661524e0fcfa4fbd30ff	70.0	87.0	0.0	0.0	0.0	0.0
daf214987c862f5c25d5e1d9e35b5852	46.0	63.0	36.0	16.0	0.0	0.0
5047cb30a0b788ef3f1adfdc471c2849	34.0	75.0	0.0	0.0	0.0	0.0
cb12cdedadcf05f2ff5fb7a21020bf50	0.0	0.0	67.0	42.0	0.0	0.0
1965979659d1914a385d04ca4e9e4f2a	0.0	0.0	59.0	49.0	0.0	0.0
91b6e1d64ee7481e5e8e25847a892b8a	0.0	0.0	47.0	52.0	0.0	0.0
bc5d2cdc16ecedd36c663547854e4c45	0.0	0.0	98.0	61.0	14.0	0.0
72e32b856caa969ab003a1da480bc350	43.0	54.0	0.0	0.0	0.0	0.0
26b974aeee1c55f704af7314a583e8b4	47.0	47.0	0.0	0.0	0.0	0.0
f76410240643795e1ed493332ca2602a	34.0	53.0	0.0	0.0	25.0	35.0
d9acfe4526ff9563d42935bf1e9aed95	0.0	84.0	0.0	0.0	0.0	0.0
