	faith_pd
Patient1-fresh	12.14318763657463
Patient1-frozen	13.36852837010037
Patient2-fresh	15.128155475380417
Patient2-frozen	13.589100535086535
Patient3-fresh	12.152209367223428
Patient3-frozen	10.046431685790042
