	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.0333	0.1146	0.103	0.1057
atcc2	0.0333	0.0	0.1314	0.1156	0.0985
atcc3	0.1146	0.1314	0.0	0.0949	0.0812
atcc4	0.103	0.1156	0.0949	0.0	0.0878
atcc5	0.1057	0.0985	0.0812	0.0878	0.0
