	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.09375	0.125	0.0625	0.06451612903225806
atcc2	0.09375	0.0	0.0967741935483871	0.09375	0.0967741935483871
atcc3	0.125	0.0967741935483871	0.0	0.06451612903225806	0.06666666666666667
atcc4	0.0625	0.09375	0.06451612903225806	0.0	0.06451612903225806
atcc5	0.06451612903225806	0.0967741935483871	0.06666666666666667	0.06451612903225806	0.0
