Region	SampleID	Unassigned; p__unassigned; c__unassigned; o__unassigned; f__unassigned	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Actinomycetaceae	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Corynebacteriaceae	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Corynebacteriales; f__Nocardiaceae	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Dermabacteraceae	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Dermacoccaceae	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Microbacteriaceae	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Micrococcales; f__Micrococcaceae	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Propionibacteriales; f__Propionibacteriaceae	k__Bacteria; p__Actinobacteria; c__Coriobacteriia; o__Coriobacteriales; f__Coriobacteriaceae	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Rikenellaceae	k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Family_XI	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Planococcaceae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Staphylococcaceae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Aerococcaceae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Enterococcaceae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Leuconostocaceae	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Christensenellaceae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Eubacteriaceae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family_XI	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Family_XIII	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptococcaceae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__unassigned	k__Bacteria; p__Firmicutes; c__Erysipelotrichia; o__Erysipelotrichales; f__Erysipelotrichaceae	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Acidaminococcaceae	k__Bacteria; p__Firmicutes; c__Negativicutes; o__Selenomonadales; f__Veillonellaceae	k__Bacteria; p__Firmicutes; c__unassigned; o__unassigned; f__unassigned	k__Bacteria; p__Fusobacteria; c__Fusobacteriia; o__Fusobacteriales; f__Fusobacteriaceae	k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Bradyrhizobiaceae	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Alcaligenaceae	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Burkholderiales; f__Burkholderiaceae	k__Bacteria; p__Proteobacteria; c__Betaproteobacteria; o__Neisseriales; f__Neisseriaceae	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae	k__Bacteria; p__Proteobacteria; c__Epsilonproteobacteria; o__Campylobacterales; f__Campylobacteraceae	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacteriales; f__Enterobacteriaceae	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pasteurellales; f__Pasteurellaceae	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Moraxellaceae	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Pseudomonadales; f__Pseudomonadaceae	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Xanthomonadales; f__Xanthomonadaceae	k__Bacteria; p__Proteobacteria; c__unassigned; o__unassigned; f__unassigned	k__Bacteria; p__Synergistetes; c__Synergistia; o__Synergistales; f__Synergistaceae	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae	k__Bacteria; p__unassigned; c__unassigned; o__unassigned; f__unassigned
v67	Patient2-fresh	23.2528737764749	5.33142852599187	0.013517417590136	4.53469603038503	0	0.0111319909565826	0	0	0	0.0201436026833399	0.317261742262604	6.10298151824454	1.82220090063108	36.4988828251933	0.641414717022139	0.00079514221118447	0	0	0.106018961491263	0.00424075845965051	0.00291552144100972	0.00238542663355341	0.0797792685221752	0	1.42118417879038	0	0	0	13.2945127236006	0.0294202618138254	5.85860781200718	0.0132523701864078	0	0.0143125598013205	0	0.134379033690175	0.0116620857640389	0.103633534857709	0	0.0145776072050486	0	0	0	0	0.00291552144100972	0.0463832956524274	0.0657317561245829	0.197725363181205	0	0	0	0	0.049033769689709	0	0
v67	Patient2-frozen	23.4591225739437	4.96482994554193	0.0109141956049663	5.42209710623276	0	0.00639797673394578	0.00639797673394578	0	0	0.0195702817744224	0.2491447410513	5.65806954224358	2.27692701413953	30.2135042471275	0.627001719926687	0	0	0	0.153927793187284	0.00677432830653083	0	0	0.0865608616945606	0	1.57352592497808	0	0	0	18.6399406869922	0.0282263679438785	5.84963249268937	0.048925704436056	0	0.0101614924597962	0	0.134733862985446	0.0090324377420411	0.108765604477078	0	0.00564527358877569	0	0	0	0	0.00602162516136074	0.0350006962504093	0.0767757208073494	0.236348787583409	0	0	0	0	0.0760230176621793	0	0
v67	Patient3-fresh	24.5770072185306	1.45517710390259	0.00983227772907159	1.42731898367023	0	0	0	0	0	0.0299065114259261	0.735782116725524	17.6432030283415	3.83950445320246	5.67281457143559	1.34538333592796	0	0.476455791621261	0	0.0372807197227298	0.00163871295484526	0	0.0204839119355658	0	0	0.217539144755709	0.00409678238711316	0.0180258425032979	0	23.5351954574877	0	7.71915737379862	0	0	0.0127000254000508	0	0.198284267536277	0.0114709906839169	0.208116545265349	0	0.301113505452817	0	0	0	0	0.0143387383548961	0.00614517358066974	9.91544241152998	0	0	0.143797061787672	0	0	0.129868001671487	0.273255385220448	0.0196645554581432
v67	Patient3-frozen	31.0854615022818	1.21270672581896	0.0076270863259054	0.273727653696383	0	0	0	0	0	0	0.778386532260457	26.0189575467901	6.06099126698616	4.11650798089839	1.41609569450977	0	0.23516849504875	0	0	0	0	0.0101694484345405	0	0	0.0504235151545968	0	0.00423727018105855	0	13.7406197431367	0	5.35167223867696	0	0	0.0194914428328694	0	0.858470938682463	0.0105931754526464	0.2822021940585	0	0.194914428328694	0	0	0	0	0	0.00677963228969369	5.2974351803594	0	0	0.0911013088927589	2.5182096686031	0	0.0169490807242342	0.324574895869085	0.0165253537061284
v8	Patient1-fresh	31.0042415266394	1.72840272016005	0.00155083240929569	2.79925249877872	0	0	0	0	0.0155083240929569	0.113210765878585	0.479207214472368	0.0209362375254918	0.00310166481859138	0	0.0232624861394353	0	0	0	0.0946007769670371	0.0217116537301397	0.014732907888309	0	0	0.0310166481859138	5.36898180098168	0	0	0	19.2884780906151	0	4.41134278824159	0	0	1.22748385195754	0	4.75795383171917	2.11611082248397	3.27845971325109	0	18.8937912424494	0	3.11096981304715	0	0	0	1.07395144343727	0	0.0589316315532362	0.014732907888309	0	0	0	0.0480758046881664	0	0
v8	Patient1-frozen	29.8305007982427	1.79915986367599	0	5.22311167472458	0	0	0	0	0.0215129247387312	0.24456798650347	0.448374641923029	0.0135871103613039	0	0	0.0237774431322818	0	0.00566129598387663	0	0.10416784610333	0.0430258494774624	0	0	0	0.0384968126903611	5.36351181512472	0	0	0	24.4998244998245	0.00226451839355065	2.22828609925384	0	0	1.00657842593326	0	3.90629422887487	1.70405009114687	4.60376589408847	0	15.3715508554218	0	1.88068252584382	0.00679355518065195	0	0	1.53987250761444	0	0.0384968126903611	0	0	0	0	0.052083923051665	0	0
v8	Patient2-fresh	12.7500389049164	18.2021140333026	0.0191531896046063	6.02966350240013	0	0.0131678178531669	0.00837952045201527	0	0	0.0395034535595006	0.222057291978405	0	0.0215473383051821	0	0.046685899661228	0	0	0	0.0616493290398267	0.0209488011300382	0	0	0.267546117289345	0	2.37439697379604	0	0	0	36.831583609658	0.0263356357063337	1.14081185582437	0.0383063792092127	0	2.15413529334307	0	0.381268180566695	0.335779355255755	0.883440870512468	0	0.011372206327735	0	0.294480290170823	0	0	0.0628464033901146	16.9583537833535	0	0.730215353675617	0.0011970743502879	0	0	0	0.0730215353675617	0	0
v8	Patient2-frozen	14.9312133163566	14.1486289245676	0.0196681262486672	7.72543295756861	0	0.0300197716427026	0	0	0	0.0517582269701769	0.26914278024492	0	0.0610747078248088	0.0196681262486672	0.0517582269701769	0	0	0	0.0828131631522831	0.0186329617092637	0	0	0.209103236959515	0	2.94814860822128	0	0	0	44.0659192778692	0.0227736198668778	1.23598646004782	0.106621947558564	0	1.93886318230283	0	0.406819663985591	0.415100980300819	0.512406447004751	0	0.00517582269701769	0	0.276388932020745	0	0	0.0517582269701769	9.58355330579796	0	0.695630570479178	0	0	0	0	0.115938428413196	0	0
v8	Patient3-fresh	9.74342614956934	4.11585862071211	0.0292966842663785	1.48176118645061	0	0	0	0	0.0117186737065514	0.0794265662332928	1.06770138215246	0.0156248982754019	0.234373474131028	0.00455726199699221	0.0527340316794812	0	0.289060618094934	0	0.0286456468382367	0.00520829942513395	0	0.0462236573980638	0	0	0.416663954010716	0	0	0	59.5790391989635	0	2.99607424430831	0	0	0.777338689201242	0	0.429684702573551	0.393226606597613	0.110025325355955	0	0.16796765646057	0	0	0	0.0403643205447881	0.248696297550146	0.753250304359998	16.0031510211522	0.0195311228442523	0	0.479814584540465	0	0	0.156248982754018	0	0.223305837852618
v8	Patient3-frozen	15.5296893025185	6.36690041348559	0.0181467031328987	0.439409454432332	0	0	0	0	0	0.0129619308092133	1.318228363297	0	0.439409454432332	0	0.0985106741500214	0	0.195725155219121	0	0	0	0.003888579242764	0.031108633942112	0	0	0.134804080415819	0	0	0	53.9203359732466	0	4.09597013571142	0	0	1.15101945585814	0	1.12768798040156	0.64161557505606	0.0790677779362014	0	0.0985106741500214	0	0	0	0.0414781785894827	0.413485592813906	2.92421159055853	10.001425812389	0	0	0.53403154933959	0	0	0.0220352823756627	0	0.360341676496131
v9	Patient1-fresh	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.30769230769231	0	0	78.4615384615385	19.2307692307692	0	0	0	0	0	0
v9	Patient1-frozen	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	78.7671232876712	21.2328767123288	0	0	0	0	0	0
v9	Patient2-fresh	0.158499537709682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.0306432439572	0.429269581297055	0	41.3815876370361	0	0	0	0	0	0	0
v9	Patient2-frozen	0.115573533660792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	55.5041895405952	0	0.332273909274776	43.8312626408552	0.216700375613984	0	0	0	0	0	0
v9	Patient3-fresh	0.147906635285989	0	0	0	0	0	0	0	0	0	0	0	0.0615377971627837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215922095308013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.38213892427612	0	95.324207026105	0.049662081920843	0.0129553257184808	0	0	0	0	0	0
v9	Patient3-frozen	0.410756339339504	0	0	0	0	0	0	0	0	0	0	0	0.116837358745459	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.109242930427	0	91.3029191083849	0.0602442631031272	0	0	0	0	0	0	0
