	Patient1-fresh	Patient1-frozen	Patient2-fresh	Patient2-frozen	Patient3-fresh	Patient3-frozen
Patient1-fresh	0.0	0.11489855371942004	0.5542594040137029	0.5170068582515318	0.49283135790185534	0.5039960625854297
Patient1-frozen	0.11489855371942004	0.0	0.5862036006014268	0.5494975375964974	0.5167339915864793	0.5371738557940358
Patient2-fresh	0.5542594040137029	0.5862036006014268	0.0	0.23121771938102031	0.48408865351882174	0.5253540093418265
Patient2-frozen	0.5170068582515318	0.5494975375964974	0.23121771938102031	0.0	0.4561462757366828	0.49039881135463476
Patient3-fresh	0.49283135790185534	0.5167339915864793	0.48408865351882174	0.4561462757366828	0.0	0.17776396661481542
Patient3-frozen	0.5039960625854297	0.5371738557940358	0.5253540093418265	0.49039881135463476	0.17776396661481542	0.0
