	pielou_evenness
Patient1-fresh	0.7578769773396495
Patient1-frozen	0.7677575586364983
Patient2-fresh	0.6385768819555474
Patient2-frozen	0.6753718645152781
Patient3-fresh	0.6676921099947326
Patient3-frozen	0.6705023096379994
