	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.125	0.16129032258064516	0.20588235294117646	0.25
atcc2	0.125	0.0	0.16129032258064516	0.20588235294117646	0.25
atcc3	0.16129032258064516	0.16129032258064516	0.0	0.1875	0.23529411764705882
atcc4	0.20588235294117646	0.20588235294117646	0.1875	0.0	0.2702702702702703
atcc5	0.25	0.25	0.23529411764705882	0.2702702702702703	0.0
