	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.13509848735985977	0.2447754666339468	0.29131933077418126	0.30087012438456046
atcc2	0.13509848735985977	0.0	0.14412730501889184	0.24326638814646231	0.2541463570054078
atcc3	0.2447754666339468	0.14412730501889184	0.0	0.14171244459308155	0.15568159790080713
atcc4	0.29131933077418126	0.24326638814646231	0.14171244459308155	0.0	0.15606425057501327
atcc5	0.30087012438456046	0.2541463570054078	0.15568159790080713	0.15606425057501327	0.0
