	Patient1-fresh	Patient1-frozen	Patient2-fresh	Patient2-frozen	Patient3-fresh	Patient3-frozen
Patient1-fresh	0.0	0.13585498407025803	0.5064604370787199	0.4579968569111741	0.4584213274619053	0.39582834757069324
Patient1-frozen	0.13585498407025803	0.0	0.48108024865611726	0.43152857753403373	0.3932721012127842	0.3494086148669746
Patient2-fresh	0.5064604370787199	0.48108024865611726	0.0	0.1134678779751444	0.437482878358218	0.4498785071420919
Patient2-frozen	0.4579968569111741	0.43152857753403373	0.1134678779751444	0.0	0.36557555854931284	0.3850958258293458
Patient3-fresh	0.4584213274619053	0.3932721012127842	0.437482878358218	0.36557555854931284	0.0	0.19574132527555094
Patient3-frozen	0.39582834757069324	0.3494086148669746	0.4498785071420919	0.3850958258293458	0.19574132527555094	0.0
