# Constructed from biom file
#OTU ID	Patient1-fresh	Patient1-frozen	Patient2-fresh	Patient2-frozen	Patient3-fresh	Patient3-frozen
ABDX01000067	0.0	0.0	0.0	0.0	554.0	0.0
AB470345	0.0	0.0	0.0	0.0	225.0	320.0
ATUT01000005	0.0	0.0	224.0	319.0	0.0	0.0
FJ200390	0.0	16.0	164.0	296.0	65.0	0.0
AB238923	0.0	0.0	0.0	0.0	278.0	251.0
AF105403	0.0	0.0	248.0	216.0	0.0	0.0
AB470343	0.0	0.0	0.0	0.0	200.0	264.0
JX101687	188.0	227.0	0.0	0.0	0.0	0.0
AB554233	0.0	0.0	207.0	192.0	0.0	0.0
AGZD01000007	67.0	110.0	99.0	87.0	26.0	8.0
AB023972	0.0	0.0	0.0	0.0	378.0	0.0
CAHB01000032	59.0	111.0	0.0	0.0	162.0	0.0
Y18274	0.0	0.0	0.0	0.0	216.0	114.0
DQ789120	149.0	180.0	0.0	0.0	0.0	0.0
AY271254	106.0	149.0	0.0	0.0	72.0	0.0
AY044916	134.0	186.0	0.0	0.0	0.0	0.0
AY604562	0.0	13.0	109.0	115.0	79.0	0.0
KC589372	72.0	116.0	52.0	62.0	0.0	0.0
AY643084	0.0	0.0	0.0	0.0	171.0	120.0
DQ100449	89.0	159.0	0.0	0.0	0.0	0.0
AB547651	0.0	0.0	0.0	0.0	178.0	68.0
L34625	0.0	0.0	82.0	100.0	59.0	0.0
CBXK010003053	0.0	0.0	87.0	106.0	28.0	0.0
FJ185225	0.0	0.0	43.0	38.0	122.0	0.0
AM084229	15.0	29.0	65.0	86.0	0.0	0.0
EF436500	0.0	0.0	55.0	47.0	92.0	0.0
DQ526427	0.0	0.0	0.0	0.0	63.0	104.0
KC753457	69.0	76.0	0.0	0.0	0.0	0.0
ACWN01000099	0.0	0.0	16.0	24.0	98.0	0.0
KF600171	0.0	0.0	0.0	0.0	99.0	38.0
DQ279737	46.0	89.0	0.0	0.0	0.0	0.0
AB490804	0.0	0.0	43.0	24.0	40.0	20.0
AB022027	25.0	35.0	21.0	39.0	0.0	0.0
AF537605	0.0	0.0	0.0	100.0	0.0	0.0
GQ149247	28.0	70.0	0.0	0.0	0.0	0.0
JPJG01000126	20.0	11.0	0.0	0.0	55.0	39.0
AEPE02000003	54.0	37.0	0.0	0.0	0.0	0.0
AY850117	0.0	0.0	35.0	56.0	0.0	0.0
EU156772	0.0	0.0	42.0	48.0	0.0	0.0
AGXT01000041	0.0	0.0	54.0	36.0	0.0	0.0
FJ263375	0.0	0.0	0.0	87.0	0.0	0.0
EU826403	43.0	43.0	0.0	0.0	0.0	0.0
AB266102	0.0	0.0	43.0	42.0	0.0	0.0
AF439639	36.0	37.0	0.0	10.0	0.0	0.0
GU591821	0.0	0.0	38.0	43.0	0.0	0.0
EU541436	0.0	0.0	78.0	0.0	0.0	0.0
AB490803	0.0	0.0	0.0	0.0	77.0	0.0
HG315623	0.0	0.0	32.0	42.0	0.0	0.0
AF439641	14.0	0.0	50.0	0.0	0.0	0.0
FJ823142	13.0	25.0	0.0	0.0	19.0	0.0
LN558624	0.0	0.0	0.0	0.0	33.0	22.0
AB775575	16.0	35.0	0.0	0.0	0.0	0.0
X78719	16.0	17.0	0.0	15.0	0.0	0.0
Y13105	34.0	13.0	0.0	0.0	0.0	0.0
AF287802	0.0	46.0	0.0	0.0	0.0	0.0
JQ624774	0.0	0.0	25.0	20.0	0.0	0.0
AB932529	0.0	0.0	0.0	0.0	44.0	0.0
L34421	0.0	0.0	0.0	38.0	0.0	0.0
JQ511973	0.0	0.0	0.0	37.0	0.0	0.0
AY136666	17.0	0.0	15.0	0.0	0.0	0.0
GU413690	0.0	0.0	0.0	31.0	0.0	0.0
AJ867033	15.0	15.0	0.0	0.0	0.0	0.0
AB976552	0.0	0.0	17.0	13.0	0.0	0.0
AJ234039	0.0	28.0	0.0	0.0	0.0	0.0
AF292372	13.0	13.0	0.0	0.0	0.0	0.0
EU156766	0.0	0.0	11.0	12.0	0.0	0.0
JQ979052	9.0	12.0	0.0	0.0	0.0	0.0
AY211542	0.0	0.0	0.0	17.0	0.0	0.0
AY995769	0.0	0.0	0.0	0.0	16.0	0.0
AY350613	0.0	0.0	0.0	15.0	0.0	0.0
LN774482	6.0	7.0	0.0	0.0	0.0	0.0
AB490809	0.0	0.0	0.0	12.0	0.0	0.0
KC311740	0.0	0.0	0.0	10.0	0.0	0.0
AGEG01000003	0.0	0.0	0.0	9.0	0.0	0.0
L16492	0.0	0.0	0.0	0.0	8.0	0.0
KJ558388	0.0	7.0	0.0	0.0	0.0	0.0
AJ270951	0.0	4.0	0.0	0.0	0.0	3.0
EU429939	0.0	4.0	0.0	0.0	0.0	0.0
c957c7bcccca32d543d740ba647a21ea	0.0	0.0	24758.0	15283.0	0.0	0.0
b0e5fc89ccb8073ad35472de56d8e613	19294.0	16828.0	0.0	0.0	1968.0	2104.0
50c213f7dc27e617e49bb04122a752b5	4484.0	9642.0	0.0	0.0	0.0	0.0
8006c555c6050e0e2a00ff3d58efa608	5673.0	8233.0	0.0	0.0	0.0	0.0
10e91475c7fdbee9c9ed85edae567b31	0.0	0.0	0.0	0.0	5372.0	7238.0
55f82d0c00f8233e7a6ae504a1c9c3dc	0.0	0.0	0.0	0.0	4378.0	8064.0
971defeab0e2529c670d3452174c16fb	2685.0	4222.0	0.0	0.0	960.0	230.0
e3dc3a4ba6ff7bd782c5e13482916203	3662.0	4341.0	0.0	0.0	46.0	0.0
6335702626bfb80e0a6e874e9bb26552	8.0	0.0	2292.0	5382.0	0.0	0.0
7b4507fab97e2a5965c18060cec0f771	0.0	0.0	3567.0	4051.0	281.0	0.0
b8e3f94d0bcce0522fcba6cb1e9bc9b7	0.0	0.0	4050.0	3411.0	0.0	0.0
dd9c4e20b6b612b74405a2640f5ff4d3	1072.0	1058.0	797.0	1323.0	1639.0	1905.0
9ee4447e3ef4bfe6b86274382fb77d4b	0.0	0.0	3402.0	2851.0	0.0	0.0
7ca716ae5ae3cdb60c0a437fabeaf913	4198.0	6653.0	342.0	559.0	0.0	0.0
97b0e372457a5099dc9898d0c126fa63	0.0	0.0	2660.0	2482.0	0.0	0.0
a1e0ed1cdd48608223c86608d83352c4	0.0	0.0	2450.0	1809.0	0.0	0.0
0c2539f28a066c05f7fe6b90a7a0cd46	0.0	0.0	2318.0	1682.0	0.0	0.0
ac282fad6b4f55c12128005bc5808121	4008.0	3711.0	0.0	0.0	0.0	0.0
7e288f8815736bb4ca9040c9aa431248	0.0	0.0	1787.0	1926.0	0.0	0.0
9b2ba125a40b8f8b4ee3144e0e7f3dae	1366.0	2222.0	0.0	0.0	0.0	0.0
d7eac38ed2cd914538e6f4dcb20dfe6c	0.0	0.0	1613.0	1634.0	0.0	0.0
4f1e9c31d030e211f90704d05aadd3ef	1402.0	1196.0	410.0	363.0	74.0	63.0
9bd642295a67d0672b6d2f6c139b975e	0.0	0.0	1735.0	1418.0	0.0	0.0
4cb26cc6ebe1f22460f4157601b99879	0.0	0.0	0.0	0.0	2058.0	2323.0
a742fc56301d2900b9d0bd3a2b1b0226	0.0	0.0	1476.0	1453.0	33.0	0.0
009e6ec5e620cd1b9def53f2f7edd1c5	1279.0	1594.0	0.0	0.0	648.0	246.0
6eea9ea9e458dc924f5e1c84e8b1c6f0	379.0	511.0	0.0	124.0	1079.0	728.0
05fdfe768f359a0890152a96b2dde079	1003.0	1661.0	0.0	0.0	0.0	0.0
dab03a9f0413b050a30f179418969326	0.0	0.0	1178.0	1183.0	0.0	0.0
fbbff7e84a1e259851ee88e61dc308d2	79.0	114.0	915.0	1173.0	0.0	0.0
438023619f4376c5684ba69e079e92ee	0.0	0.0	778.0	910.0	266.0	100.0
1b4d6a894df8535356dac40dd6a3c62d	864.0	849.0	0.0	0.0	0.0	0.0
58b76e37988e41e0a97014bf4f041b60	630.0	976.0	0.0	0.0	47.0	18.0
85817080f01f71d666ce600252ee04f9	0.0	0.0	865.0	743.0	272.0	195.0
17f05052fefbc584011e8c073a5096fc	0.0	0.0	765.0	790.0	0.0	0.0
99e4accf6cda107118f2c806214e893b	0.0	0.0	0.0	0.0	728.0	813.0
fe26f12dce819cda8175680241a43014	517.0	990.0	0.0	0.0	0.0	0.0
f43b6018f0cedd9305f78e96ebdc03d5	0.0	0.0	729.0	771.0	0.0	0.0
01705d9f5c2c3be96817b5b63f25e728	0.0	0.0	0.0	0.0	631.0	674.0
a834ea75d922fa5828e95d3701466e15	583.0	561.0	123.0	108.0	0.0	0.0
b27394ea05d789579721b9690e2da99f	534.0	661.0	0.0	0.0	0.0	0.0
22c74dbba92f69d461373c1e648d515e	494.0	589.0	0.0	0.0	20.0	0.0
bb3fadfa4c435be2f1d9177fcb84d55b	0.0	0.0	391.0	678.0	0.0	0.0
4111de9f14a7c6a89815d18be1d16c5f	0.0	0.0	534.0	498.0	0.0	0.0
5a2a4b48ff0712233165c276e72d325a	0.0	0.0	433.0	586.0	0.0	0.0
c0593f084c90eca975b6936dcafa2562	0.0	0.0	402.0	580.0	0.0	0.0
8dc3ddd6c7307178c4a46ddce76db5d2	0.0	0.0	0.0	0.0	319.0	652.0
843f057db41d523246bd327f9f25523f	252.0	390.0	0.0	74.0	238.0	0.0
2a99fc0ee98194551607f90b15e781da	452.0	409.0	0.0	0.0	0.0	0.0
574a0bb4ff6207a07a6b236f860e4968	0.0	0.0	256.0	232.0	196.0	173.0
b0d0f48dca3de3c273ae3f379ee4ebf1	0.0	0.0	461.0	395.0	0.0	0.0
96f3a241ae9f6c8c310895f7a674f052	353.0	497.0	0.0	0.0	0.0	0.0
c3998acf7fc3110637e1d011c85b6987	246.0	444.0	165.0	170.0	170.0	114.0
ed93ec195f26e243ba5cda5984d0ea04	371.0	315.0	0.0	0.0	0.0	0.0
1b0f6b70f70e5ba5adb2706879ba2924	287.0	403.0	0.0	104.0	0.0	0.0
ac0d8c152e116e9436cee91cc9957d0f	0.0	0.0	0.0	0.0	352.0	317.0
a0cd693018c83021011ac8cfb7b482eb	316.0	325.0	0.0	0.0	0.0	0.0
2e0c2a470ddeb0a14ccf4dfb47fc386b	0.0	0.0	252.0	387.0	0.0	0.0
af695a52c9fcdff4049af9d4fdecd643	0.0	0.0	315.0	298.0	0.0	0.0
e499243383eae6ed833599735b706c3d	0.0	0.0	203.0	400.0	0.0	0.0
d54b190c473d14dc1fae5eb4b0119560	0.0	0.0	243.0	358.0	0.0	0.0
5f3a94615a471504f7ed09fd49bcda5c	44.0	93.0	97.0	115.0	206.0	0.0
904a6d8f036c1002d9d6a02d9454881c	0.0	0.0	0.0	506.0	0.0	0.0
cf14e25c70bbfec669952fabb2abd069	0.0	0.0	252.0	223.0	30.0	0.0
cc92d92492b7df4d648cb58d7e948b71	178.0	268.0	0.0	0.0	0.0	0.0
da0e93cc833c627574726b0e2f0f82c8	187.0	257.0	0.0	0.0	0.0	0.0
0a7009d6aa7f3ac4355c71eb3b31aa75	0.0	0.0	0.0	0.0	227.0	213.0
cf3098c067c3d228c8bf99e128082e92	0.0	0.0	0.0	0.0	438.0	80.0
fbee4fb317352a7c11a8933efd38b2aa	0.0	0.0	0.0	0.0	194.0	227.0
40584a08dfdc4dd5bf4861aab6fc1bd8	192.0	224.0	0.0	0.0	0.0	0.0
fdeb6ae2ddc711bafb4ed1f99490688e	0.0	0.0	146.0	370.0	0.0	0.0
b797aa59081c08b1a473f3dfdf8a2e51	175.0	203.0	0.0	112.0	0.0	0.0
b2637e3cd244b28a8a4eb541e42c679c	0.0	0.0	148.0	230.0	0.0	0.0
bbbaf21384530b27eb64674a51b36e5c	126.0	92.0	115.0	39.0	0.0	0.0
4bcc298575958cc638672a44a2779d19	0.0	0.0	0.0	0.0	247.0	284.0
9a4bfe7c043aa960205c72648382029b	0.0	0.0	354.0	0.0	0.0	0.0
f87459f9e8280522d7094422fa4299af	0.0	0.0	0.0	0.0	215.0	139.0
2edf0a85c15a984719c3d12c832875ec	0.0	0.0	139.0	192.0	0.0	0.0
067248311c2eec1c6df65a1c3ae6a508	11.0	0.0	151.0	140.0	21.0	0.0
8f697c270c4a7bd423d0c8d5fce3953e	140.0	164.0	0.0	0.0	0.0	0.0
e3605c39f61a49c11b84dded9fae0248	0.0	0.0	123.0	156.0	0.0	0.0
8dbaa579c12a63773ca524fc3642dc69	0.0	0.0	108.0	164.0	0.0	0.0
f6739d27b4a844f4b38c1ff475617d08	0.0	0.0	147.0	264.0	0.0	0.0
3b86feea78a858664247660a35c665d2	0.0	0.0	0.0	0.0	122.0	127.0
344bff991e225794e9ce8a51fb523504	0.0	0.0	0.0	0.0	0.0	245.0
0b957dc09c92ccdc0431f4a573657684	88.0	153.0	0.0	88.0	0.0	0.0
2c3d4081008e9b8b960082b1055a0e78	135.0	101.0	0.0	0.0	0.0	0.0
c7bbb3bb91b81e864986dea3eebd7e61	91.0	134.0	0.0	0.0	0.0	0.0
8b4d5d61e6ebe7817341a357831f7e7e	76.0	147.0	0.0	0.0	0.0	0.0
89bb84cf9bb02097f392cd7dd587246b	70.0	152.0	0.0	0.0	0.0	0.0
0e0369260e68d8f172570241a7df9cd1	0.0	0.0	75.0	143.0	0.0	0.0
0767c6d365e9bc3130abf115002bbb41	0.0	0.0	108.0	108.0	0.0	0.0
e22b2b7d247c32e9f11e8762b1a388db	28.0	18.0	59.0	56.0	27.0	33.0
28460b3ee5a389bbfb2fc68779423975	0.0	0.0	0.0	0.0	133.0	74.0
a81ba459028da9fe8771ee9dc30b63ed	0.0	0.0	91.0	112.0	0.0	0.0
fcd09c7bbad5af2addf24d3e5009ca0f	0.0	0.0	0.0	0.0	124.0	70.0
835311cc17cb2376096a1341f8284af9	70.0	118.0	0.0	0.0	0.0	0.0
d55db31be39d3e58cf82e4a1626a284e	0.0	0.0	0.0	0.0	94.0	94.0
2eec5550fdc003ca3d99168cec178aa2	0.0	0.0	0.0	187.0	0.0	0.0
5084a95029e24b7166152f7f801d5f7f	0.0	0.0	87.0	98.0	0.0	0.0
c9a9775811b3989bfa3576c45de16dd5	62.0	115.0	0.0	0.0	0.0	0.0
c4f908fe20cdd2601cf5654474d504b7	73.0	92.0	0.0	0.0	0.0	0.0
3dfe0514ca3dda5a071acfe9b70e8f3c	64.0	69.0	0.0	0.0	0.0	31.0
c5152840eb69477f07f7b697791ac9bd	67.0	92.0	0.0	0.0	0.0	0.0
ad852182b49381124d727ed1db252b1e	0.0	0.0	62.0	94.0	0.0	0.0
3053a4257a6266818e8fb53fa7232d09	87.0	66.0	0.0	0.0	0.0	0.0
b925aaa6dc996635850b71d0b0439eb7	0.0	0.0	97.0	56.0	0.0	0.0
1a46dd88796255a104a21a9fd0257be8	0.0	0.0	67.0	68.0	0.0	0.0
c73113b1df3006f8123cd2cf2b312fc2	30.0	90.0	0.0	11.0	0.0	0.0
7d5205a133261d022a15696a9ad758f1	0.0	0.0	0.0	127.0	0.0	0.0
bbd8b7b1e246b860c659d935e1126752	0.0	0.0	36.0	90.0	0.0	0.0
a860435cb4834807d164a91b34e26a7c	0.0	0.0	0.0	124.0	0.0	0.0
3ef7e3a3d1a87a43b6fb20ee15b1f39c	34.0	89.0	0.0	0.0	0.0	0.0
a80713eda47fbfe65d732456aee4988e	0.0	0.0	0.0	0.0	69.0	51.0
e23377f24e747a0f3f22a9dd80a0238a	0.0	0.0	0.0	0.0	119.0	0.0
4b5d6e9c414610889c40dd823b00ddbd	29.0	62.0	0.0	26.0	0.0	0.0
3c1ff7ab607cb6bb66b683111754fade	52.0	64.0	0.0	0.0	0.0	0.0
763744e741d2530808961a6dc0a9a8e6	0.0	0.0	0.0	0.0	49.0	61.0
1d13380d7a66d3a48426f147238b35ea	0.0	0.0	57.0	49.0	0.0	0.0
8ca5d919daeb91dda012c0d053fcfe71	0.0	0.0	93.0	0.0	0.0	0.0
ab660e7eda278cf553c752a731461ba4	0.0	88.0	0.0	0.0	0.0	0.0
51eb7dd836ce4eff7fbeeac8c7ea2a75	45.0	42.0	0.0	20.0	0.0	0.0
9b78d9dc96969f3f870134e65959c298	0.0	0.0	0.0	87.0	0.0	0.0
215d49571219964489264cfa22a49368	38.0	48.0	0.0	0.0	0.0	0.0
1ca3934c4f647a9c964b3aec1311d5ff	0.0	0.0	0.0	0.0	0.0	85.0
46f4e59a0a57b21d745f50b30ae1f443	0.0	0.0	0.0	0.0	83.0	0.0
14b8ffa7f211daa672926759540a99ee	0.0	0.0	0.0	0.0	81.0	0.0
a82efb96190be49dac881b5d566e99d7	0.0	0.0	78.0	0.0	0.0	0.0
5593f1fe8d7618f8eebdd1789b214ad2	0.0	0.0	41.0	36.0	0.0	0.0
7d23fb54e0a2b9567933734e37622fc7	31.0	44.0	0.0	0.0	0.0	0.0
f24485a9facfc1350d94148820e4e2ff	0.0	0.0	38.0	37.0	0.0	0.0
18706f6054ef0f3b54b6cfab00f62188	0.0	0.0	0.0	74.0	0.0	0.0
d5a5ab0acabed043c6999053c3f4919d	31.0	40.0	0.0	0.0	0.0	0.0
4369f5bbf8bfabed975e45a416e076ae	25.0	39.0	0.0	0.0	0.0	0.0
576859321516961ddededb5ef9560c33	35.0	28.0	0.0	0.0	0.0	0.0
55d69ace07c981217ec86ae7d3fcf237	35.0	28.0	0.0	0.0	23.0	19.0
0854fcffdc0e44473a9b80e86f2ae14b	0.0	0.0	0.0	0.0	62.0	0.0
310bd11e52e2c692d5cdc79436a090f9	21.0	38.0	0.0	0.0	0.0	0.0
b663b7cb968881bf4db1a2848d034bdb	0.0	0.0	25.0	32.0	0.0	0.0
a60cc6847b135efe9834cf09d4db913a	0.0	0.0	0.0	0.0	54.0	0.0
6f71752c315746c2401f656741dedbd9	0.0	0.0	20.0	31.0	0.0	0.0
406935c066ca8da385283513246fcb56	0.0	0.0	0.0	0.0	0.0	51.0
a50d8d0a9fd88ea479d5863c2b80dbba	0.0	0.0	23.0	26.0	0.0	0.0
df8920cd57ebf87c4518fe7f01fbdaee	47.0	0.0	0.0	0.0	0.0	0.0
abe16d232eebed3a19fb6b30459c3ca1	16.0	29.0	0.0	0.0	0.0	0.0
0b05d51db6e390416eb378ed2815a2a5	44.0	0.0	0.0	0.0	0.0	0.0
a2c430e7c9b76cc8abb361b590366278	0.0	0.0	0.0	0.0	44.0	0.0
6bc212907bf9b2f522ac4e7778228d04	0.0	0.0	0.0	0.0	43.0	0.0
0a3b3846ad78496bf5c74c1210e08361	28.0	14.0	0.0	0.0	0.0	0.0
f82ea7db6adbf597f842d02ffd544ebd	23.0	0.0	0.0	18.0	0.0	0.0
2bc29eba68bc2f99fdf3f0523d650ea8	0.0	0.0	0.0	40.0	0.0	0.0
4160ab9ba50bde8be78bcd5a93007858	0.0	0.0	0.0	0.0	38.0	0.0
daeee6e3ff4bf716b2904f04c97a948a	0.0	0.0	0.0	0.0	38.0	0.0
4b0511066a98ad483626dcce44cd692a	0.0	0.0	0.0	0.0	24.0	12.0
c55f04c99f9d05471fad6aa35d5d9e59	0.0	0.0	0.0	0.0	19.0	17.0
09a080b3d572a7fef7b05c7ef41da3fc	0.0	0.0	0.0	0.0	36.0	0.0
59fb66184d53b3da4e0b995f4f1c09d8	0.0	0.0	0.0	35.0	0.0	0.0
2f63101bd7808c0aaba0871aeb729b56	12.0	19.0	0.0	0.0	0.0	0.0
85df2a8882602c8543824919ada9e274	12.0	18.0	0.0	0.0	0.0	0.0
df87b54583b30a6bd267271973cdfb47	0.0	30.0	0.0	0.0	0.0	0.0
5b74262e82101ff4b91d2eba769bf42c	0.0	0.0	0.0	0.0	30.0	0.0
db131111bb9e58d8df27f11c0d687f8e	0.0	0.0	0.0	0.0	28.0	0.0
a1545e34b093deb9327fca0289917735	0.0	0.0	0.0	25.0	0.0	0.0
3297c7dc64d8f0ef9ee59800e4c0ec69	0.0	0.0	0.0	24.0	0.0	0.0
