"Feature","v2.fresh.N","v2.frozen.N","v2.fresh.mean","v2.frozen.mean","v2.tt.log.Pval.fresh.vs.frozen","v3.fresh.N","v3.frozen.N","v3.fresh.mean","v3.frozen.mean","v3.tt.log.Pval.fresh.vs.frozen","v4.fresh.N","v4.frozen.N","v4.fresh.mean","v4.frozen.mean","v4.tt.log.Pval.fresh.vs.frozen","v67.fresh.N","v67.frozen.N","v67.fresh.mean","v67.frozen.mean","v67.tt.log.Pval.fresh.vs.frozen","glm.std.Type.Coef","glm.std.Type.Pval","glm.std.Type.adjPval","glm.log.Type.Coef","glm.log.Type.Pval","glm.log.Type.adjPval"
"Unassigned.p.unassigned.c.unassigned.o.unassigned.f.unassigned","3","3","24.3137393753292","31.5505586999235","0.21226661166675","3","3","12.7226382941679","14.3909599952423","0.431401825288132","3","3","10.8589797314942","12.7037025920635","0.0998818433760876","3","3","24.453022847454","28.3477330127927","0.174214452525","3.66114351289418","0.0774224291911887",0.600023826231712,"0.0904511976552321","0.0605743958665227",0.469451567965551
"k.Bacteria.p.Actinobacteria.c.Actinobacteria.o.Actinomycetales.f.Actinomycetaceae","3","3","1.69058627328275","0.900002582902318","0.538123733856235","3","3","0.166231219571412","0.0824662720271264","0.686219596480224","3","3","3.31122119359954","2.4871414308834","0.975373022717232","3","3","2.39877805665873","2.20843603349713","0.574444694414434","-0.472192605950615","0.384459631351887",0.968333192455988,"-0.0447135742248249","0.642381998908462",0.922299105433148
"k.Bacteria.p.Actinobacteria.c.Actinobacteria.o.Bifidobacteriales.f.Bifidobacteriaceae","3","3","0.0209097313262932","0.01","0.227820897082941","3","3","0.01","0.01","NaN","3","3","0.0155416154291822","0.0204410600756306","0.251768948131445","3","3","0.0177832317730692","0.0161804273102906","0.183505741151308","-0.00190327278565584","0.431686411760425",0.968333192455988,"-0.0512749425162354","0.362242127973061",0.802107569083207
"k.Bacteria.p.Actinobacteria.c.Actinobacteria.o.Corynebacteriales.f.Corynebacteriaceae","3","3","1.64332477783854","2.22216344157237","0.947749907285376","3","3","0.419495184060046","0.42848357072916","0.448842060334708","3","3","1.50415262606141","1.9986086744486","0.829173847944953","3","3","2.48495591736212","2.89601858138476","0.758894065126091","0.373336440703192","0.256941067058861",0.796517307882469,"-0.141277016748642","0.268904152357991",0.757820793008884
"k.Bacteria.p.Actinobacteria.c.Actinobacteria.o.Propionibacteriales.f.Propionibacteriaceae","3","3","0.0196037686960034","0.0303508112685714","0.70199718009528","3","3","0.01","0.01","NaN","3","3","0.0104101983514128","0.01","0.422649730810374","3","3","0.0357349551779318","0.0296773025963639","0.543686498419236","0.0010697979098968","0.814404500013488",0.968333192455988,"-0.0190226789910176","0.803292769248226",0.922299105433148
"k.Bacteria.p.Actinobacteria.c.Coriobacteriia.o.Coriobacteriales.f.Coriobacteriaceae","3","3","0.362103723785303","0.379868996284635","0.710676392779822","3","3","0.350842141946954","0.347452050152638","0.987196200293358","3","3","0.82327587919659","0.865845918726813","0.984669871395653","3","3","0.906153554174499","0.870620919164289","0.462228220658576","0.00535314630625693","0.952661360428705",0.970141311538584,"-0.00384173562540023","0.945678104959775",0.945678104959775
"k.Bacteria.p.Bacteroidetes.c.Bacteroidia.o.Bacteroidales.f.Bacteroidaceae","3","3","12.812365088326","11.5699045336586","0.860599942826317","3","3","10.6081446616175","10.4381817688131","0.996135451759394","3","3","13.5380507675363","11.4837494010679","0.745944155623209","3","3","19.4133146343103","18.7200633508347","0.966585191214243","-1.03999402435396","0.54738352813845",0.968333192455988,"-0.0139496041349933","0.719501008769072",0.922299105433148
"k.Bacteria.p.Bacteroidetes.c.Bacteroidia.o.Bacteroidales.f.Porphyromonadaceae","3","3","2.2725929228755","2.86715729501764","0.644699189138354","3","3","2.47893621610478","2.99759305098592","0.609127439771951","3","3","5.50546421654344","7.58840151483619","0.0253319358848804","3","3","2.82254057239972","3.72203543587347","0.219250362296047","1.02391334219745","0.200688088552799",0.774410097866999,"0.0789558329357579","0.114999407828075",0.585557555836201
"k.Bacteria.p.Bacteroidetes.c.Bacteroidia.o.Bacteroidales.f.Prevotellaceae","3","3","9.35961752583517","8.30262163735366","0.110120928702254","3","3","7.73188733478298","6.15762830757213","0.135741419851491","3","3","9.5841698239922","7.66202111044941","0.0828972760747437","3","3","14.077451995649","11.4563812813211","0.132543094737379","-1.79361858589076","0.224828738090419",0.774410097866999,"-0.169608310284427","0.00244561638266972",0.0758141078627613
"k.Bacteria.p.Bacteroidetes.c.Bacteroidia.o.Bacteroidales.f.Rikenellaceae","3","3","0.311320799830129","0.316221730349554","0.702894248151191","3","3","0.692814642494391","0.657083227575338","0.340149681153397","3","3","0.453413060770197","0.429833877024943","0.434859299563011","3","3","0.811689606953397","0.81474412548624","0.606107756475883","-0.0128387874030099","0.827640554646011",0.968333192455988,"-0.0273206393821419","0.227728595847828",0.738848808653696
"k.Bacteria.p.Firmicutes.c.Bacilli.o.Bacillales.f.Family_XI","3","3","0.34650981451236","0.180585152544117","0.815448095192622","3","3","0.420193332825009","0.211320798636156","0.598000680858816","3","3","0.22183800623053","0.119346310642433","0.885391431826816","3","3","0.170132536792145","0.0902375634797469","0.520328676864228","-0.139295966264398","0.0733756690001683",0.600023826231712,"-0.0547771601898665","0.357491965818711",0.802107569083207
"k.Bacteria.p.Firmicutes.c.Bacilli.o.Bacillales.f.Staphylococcaceae","3","3","0.109752467844681","0.142993459560144","0.728575866176889","3","3","0.197908768852534","0.261587055379547","0.833701243254523","3","3","0.362441423282254","0.190393458783307","0.358096453892415","3","3","0.0945568687862849","0.123708639967167","0.752535484478389","-0.0114942287688976","0.836484819032875",0.968333192455988,"-0.165495605392303","0.151111627312568",0.585557555836201
"k.Bacteria.p.Firmicutes.c.Bacilli.o.Lactobacillales.f.Aerococcaceae","3","3","0.0150364897233545","0.020871016855751","0.346706114936442","3","3","0.025683145761396","0.027016951272348","0.998166965433896","3","3","0.0118458925813577","0.0174028823246998","0.377578497035086","3","3","0.0129817768154325","0.0163890785499936","0.454760803937605","0.00403315603031294","0.0380449929300976",0.600023826231712,"0.0850015941840837","0.0422831498015806",0.469451567965551
"k.Bacteria.p.Firmicutes.c.Bacilli.o.Lactobacillales.f.Lactobacillaceae","3","3","0.0333042228041695","0.0253283133107241","0.422649730810374","3","3","0.0914949848020778","0.076213114746678","0.832041652568036","3","3","0.0342017027333567","0.031058014830859","0.422649730810374","3","3","0.0365930895073917","0.0388536205648535","0.422649730810374","-0.00603523409847025","0.690502667818152",0.968333192455988,"-0.0112983005583368","0.792708277844138",0.922299105433148
"k.Bacteria.p.Firmicutes.c.Bacilli.o.Lactobacillales.f.Leuconostocaceae","3","3","0.0131437765636239","0.01","0.183510802517728","3","3","0.0200108509489364","0.0193359632892304","0.965638316336104","3","3","0.013770596885487","0.0203825313220479","0.184121509725489","3","3","0.01","0.0105435485676952","0.422649730810374","0.000834204695231544","0.711693559567049",0.968333192455988,"0.0131178336804033","0.798693937723537",0.922299105433148
"k.Bacteria.p.Firmicutes.c.Bacilli.o.Lactobacillales.f.Streptococcaceae","3","3","0.4908039565641","0.47466193181642","0.465945257369511","3","3","1.96486418356728","2.0670705111933","0.524145449545128","3","3","1.30328272072824","1.41537681637591","0.52547849901073","3","3","1.03685100940542","1.12073795956169","0.545028777664167","0.0705113371705682","0.702002354577423",0.968333192455988,"-0.210839722860468","0.0473719709775243",0.469451567965551
"k.Bacteria.p.Firmicutes.c.Clostridia.o.Clostridiales.f.Family_XI","3","3","23.1235842021688","19.5308872289791","0.798302771301293","3","3","30.6040726670351","30.2929823094008","0.8156491063836","3","3","29.0126543597655","30.3979745174405","0.582243286362288","3","3","14.8287505042086","14.7064162788547","0.828040640060494","-0.660200349625734","0.803048678420301",0.968333192455988,"0.0141658996418875","0.761290492121406",0.922299105433148
"k.Bacteria.p.Firmicutes.c.Clostridia.o.Clostridiales.f.Family_XIII","3","3","0.01","0.0121996682900219","0.422649730810374","3","3","0.0316071400891828","0.03301432203842","0.183868802427371","3","3","0.0151274793926603","0.0148884677285923","0.422649730810374","3","3","0.0217046666719143","0.0211481447312507","0.183503481673137","0.000702829158631836","0.880039878864815",0.970141311538584,"0.0185349384414098","0.786019318453714",0.922299105433148
"k.Bacteria.p.Firmicutes.c.Clostridia.o.Clostridiales.f.Lachnospiraceae","3","3","8.96268967571941","9.31019374932721","0.449802762398591","3","3","15.468160521606","14.566881742821","0.693715587317624","3","3","12.2799210862117","13.1348219789135","0.21326431217531","3","3","7.7176994304632","6.83590733569306","0.377068594872234","-0.145166476811381","0.925313321083302",0.970141311538584,"0.010798280262923","0.780604119627517",0.922299105433148
"k.Bacteria.p.Firmicutes.c.Clostridia.o.Clostridiales.f.Peptostreptococcaceae","3","3","0.0192287197302668","0.01","0.229550936511418","3","3","0.0234351764418463","0.0190517073061666","0.655395918914953","3","3","0.0210523290666708","0.0159719764549007","0.664295566496735","3","3","0.01","0.01","NaN","-0.00467313536942917","0.139289160399323",0.774410097866999,"-0.111268124445871","0.127568774230137",0.585557555836201
"k.Bacteria.p.Firmicutes.c.Clostridia.o.Clostridiales.f.Ruminococcaceae","3","3","0.927873083759774","1.02134088814114","0.873392902069785","3","3","2.36723872425865","2.52717419231472","0.786655735415505","3","3","0.404445793500665","0.472342853924379","0.130376238232631","3","3","0.0365233895345622","0.026624314003642","0.526065010408321","0.0778503143325582","0.804388669299869",0.968333192455988,"-0.00854014554945212","0.922446147648916",0.945678104959775
"k.Bacteria.p.Firmicutes.c.Erysipelotrichia.o.Erysipelotrichales.f.Erysipelotrichaceae","3","3","0.710013603730004","0.913229056002818","0.529853741611166","3","3","1.40192751046154","1.61129173213123","0.994350765208109","3","3","0.01","0.0110835087263084","0.422649730810374","3","3","0.492294689785177","0.71426871380214","0.419730654699179","0.158909301671444","0.417327926915337",0.968333192455988,"0.100308530117174","0.320649303503644",0.802107569083207
"k.Bacteria.p.Firmicutes.c.Negativicutes.o.Selenomonadales.f.Acidaminococcaceae","3","3","0.686905715956369","0.729284348197347","0.614930263002573","3","3","0.910785739354037","1.03024662188858","0.427385795153321","3","3","0.0344991182870248","0.0267178652958666","0.419822239522296","3","3","0.0302664481843161","0.0258909064292527","0.130251280511575","0.0374206800073256","0.795408207777489",0.968333192455988,"-0.012508801408324","0.796683937125825",0.922299105433148
"k.Bacteria.p.Firmicutes.c.Negativicutes.o.Selenomonadales.f.Veillonellaceae","3","3","0.383356110213369","0.473101092195544","0.730653672440191","3","3","2.73240730694484","3.23539593403696","0.963550251375592","3","3","1.99133262844933","2.09755546573552","0.813599685335867","3","3","0.137421612618166","0.165760672479993","0.228161396650699","0.181823876555576","0.677328291048513",0.968333192455988,"0.0305386392447293","0.764533253673247",0.922299105433148
"k.Bacteria.p.Fusobacteria.c.Fusobacteriia.o.Fusobacteriales.f.Fusobacteriaceae","3","3","0.248379224084321","0.574507060976851","0.971724302221347","3","3","0.0116909887211052","0.0112548814889922","0.422649730810374","3","3","2.97635837546369","3.00787687719259","0.757428977696017","3","3","4.36611691512266","4.18966782629476","0.154378503489507","0.0451902856403516","0.970141311538584",0.970141311538584,"-0.0405631414734121","0.854343515890397",0.945678104959775
