	pielou_evenness
Patient1-fresh	0.7703806264500586
Patient1-frozen	0.7878610489106853
Patient2-fresh	0.6672002282494304
Patient2-frozen	0.7197873749608911
Patient3-fresh	0.7033574758458127
Patient3-frozen	0.7393102689722956
