	Patient1-fresh	Patient1-frozen	Patient2-fresh	Patient2-frozen	Patient3-fresh	Patient3-frozen
Patient1-fresh	0.0	0.10029898377262211	0.21438057852760675	0.20564511676974007	0.24271659907705245	0.17614788366810424
Patient1-frozen	0.10029898377262211	0.0	0.22680373616130708	0.20251988382542854	0.19235416023232238	0.2168355842454332
Patient2-fresh	0.21438057852760675	0.22680373616130708	0.0	0.08148870203668213	0.22142294071870855	0.194285722738739
Patient2-frozen	0.20564511676974007	0.20251988382542854	0.08148870203668213	0.0	0.1697081280764713	0.21094050524867586
Patient3-fresh	0.24271659907705245	0.19235416023232238	0.22142294071870855	0.1697081280764713	0.0	0.1525194386787417
Patient3-frozen	0.17614788366810424	0.2168355842454332	0.194285722738739	0.21094050524867586	0.1525194386787417	0.0
