	faith_pd
Patient1-fresh	9.994885976529334
Patient1-frozen	9.71437137515583
Patient2-fresh	10.78844339689058
Patient2-frozen	11.326606386439199
Patient3-fresh	10.295395254706104
Patient3-frozen	8.737574955601767
