Region	SampleID	05d7d7145b7fb932e49cd17a55814db5	0b172a1b0a7afa244da9a8c050a9b2b8	102e2e447395673bf8c4ca98900e8502	10e91475c7fdbee9c9ed85edae567b31	12fe040a5a501317c8df824ebda3621c	19788953078393a5a5d0bf59d0dec18c	1a1af578d05240a58afe8334648eb70f	1a901c6d139772d02ade3f877874449c	1c984db3f07ac11e32301be580606a1e	21329a9fb9f21fdc6982e3e419d84d18	2c8e49ac00291e9fcc49db96d07f4801	3122cde6209cce153da1cd3eecea20a6	32a421ca9f8ddbcdbf2ba0dbb67e4e64	363809f5ed2f3a5e7c743859ac3e715c	37f5e2e4e67164d416181bb86deae98a	398c38637a7c07e5ab6e0b383fb47d11	3b54c21dc458aad6bef0b895a008a999	3cd10ac797690f936f8a68438a96b095	3d9f857b40b4e740c6ba5f91a104ce10	3e2f057eac3e7d69d6b2d308797f6b9f	3e6df4097d1697a5b81b3bc42999192d	3fb3fdc0085b803c2ccfc65e4b365684	3fb479f2ab3aaea6df25f479ab5400d6	3fd512ab2543a51a0f6d3e3f5ee0b799	3ff340544e5a36917b5e5c1c8341348a	474d82bb198dcbd4f0a900c734b1737c	4b7a9119a51ad23e913594c78bc5d0e9	4f9d04a909f881fd5010c1fe75d4dd5d	500717d7e7813b2a2475423541fbd0ca	514d0dacc07d312898736303340a5a4d	55a92ea53d21aed54fbe528cd7680830	55f82d0c00f8233e7a6ae504a1c9c3dc	577d99d5d5449ae745797b56778374a3	5b9866c5ee4acad38f12e2d4fdd7ee05	5f61dcc756c010f1f6f0c4fe92eed0b3	61e5978c3211bd9a1b845d0a850b542b	6d83c34c7d5ac72f2cda59a12d2f98bc	70225078828cad07e913173570d57b91	70ef7b2721121d26c44fef7552783c62	71eaea5901a094bdc7e9fe3098433920	75fbfefbdb3937860340ac76fd31068e	76b24b7e85e9d03726097656ac40e520	7a0cd92bee871610e50e9399c8817216	7a9d3c190c1efda5e5d631f26e92089e	7acd47b748c9f1cd32e0a6e17e6d253e	7d4540927d5ded443b27ed24f339ea44	7e080aec24208d91e7a40c1938f2c807	7e68ab40276d313a96d839cdf50cae13	7f0d2e4a156bae073605319a0ce46804	8002fde653b9077c78199d12a92c6d52	815e0dfc845008a7738cf9874285a958	8915c5ee0375ea52fe86793469053973	8ac77091e9e9e898db202290d9f581bb	8adce1d6621160a2af734a787885a122	8be684e96e435a136668f6e2fafe1d05	90ed11c8df9d4009e91687217af6e2d8	941086778c4389c471018174b81335f8	97c7d864680d62abd920734650bd5294	97feb4f035f7d1f624fbab3b6cfb4b3c	9862defc21d8daf9b720d97c7a945a41	9b0828d33517a6fc6957e9e9a1d5156f	9c0a33f32dcd2db6c61d1d60d2c3a3d2	9d7393d1cc1a683bf6257db3c38311ed	9e31be0b73920efb4927da03660c302e	9fde705fd377f224bf31d81a0d9a4ff4	AB050111	AB078819	AB233334	AB272346	AB510710	AB686281	AB819042	AB976552	AB976555	AE000513	AF275881	AF414809	AF468821	AHVO01000005	AHVT01000016	AJ234037	AJ234040	AJ239308	AJ239309	AJ577290	AJ867043	AJ867050	ALZP01000053	ANDR01000013	ANDZ01000001	AOAJ01000015	AOAJ01000017	AP013354	APBS01000004	AY366421	AY568492	CP000260	CP001396	CP006777	CP010437	DI249641	DQ269498	DQ420178	EU136687	EU156766	EU159482	EU239122	FJ611793	FR734081	FW305997	GASM01010085	HG738867	HG799993	HM126553	HM192792	HM216570	JBMS01000011	JF803601	JILU01000043	JMGV01000069	JN020353	JN175351	JN700236	JN831370	JQ682637	JQ904752	JX029051	JX678687	KC431798	KF318815	KF372576	KF372582	KF928770	KJ776413	KM087103	KM099449	KM405318	KP091275	KP297450	LM996829	LN611370	U16122	Y11332	Y12593	a04ca7d5e614359e02b5a00e877e273a	a074499e60df3ae9999133ba24d9b46a	a0f6fa5f9fe7b6bae4aeba5df3f5d0cb	a5bb29859419795b9e513884d2c20883	abee4cabdc6cab6e99d61c6f6a7f2e7c	adce0f9b69cc86b3eddaf4c3322bf5a9	adde64d2c93efd9271ff9481f0439f40	aedc894ad93f85aea9475de7b68ef7a3	af368b32a2e2ea15248a44edc2540b27	b1322758c90898ee2492814a69d6f576	b1c064401d4a40e2ca32cbb33fc6ddd7	b482e30ae93a015e03f7a9a1c71932b2	b50a16e1ed63ec613fdc7821926e2180	b64b40c12a7e55291797b109d773b550	b73bfc8a5a52231dffee50d662018a95	b87f467e20076f5e9959f2b3258e96bf	be2e775e810dc93a3b4176184e099e90	c3f585b7786688498ab6fd028b25becb	c5c2af4b8d31fc0a03c213ab253e6aa2	c6d8833d23569c51e457329500ca2e29	c8c6fd83e79463294ac071a0c2f9b2ea	cc42fdb95b88d0536dab3df1edce46e6	d23cf01e4cdeff7b08968a7adbf8d7c3	d3887916c49ab2456ba41eab98ac6760	d506e63635bba54efcc2d6c7454c1690	d56624e276343bbf65aa2388137b82a0	da17e2e71ac370f03c37f95dfc4a6369	da6081e4e62f61468f6ea348a2fc0ef7	daa183941ea13fb0dc0ea70af8a449a8	db4c8a38081c5ac4b853a89e26b4b424	df44a2c044182914bbcf697c083fe516	e04ae8d3dbba5f8eeae8db2403b0229d	e21259fec2d4e3ea8d1bb57bdb67bbc0	e4127a377fb203e7e2e87bc7ceb2de9f	e67df8898801d736d89b24d52f3bd469	e824a31904d0fed1104925ec12d86dee	ea2abfc0fea5f7065dc48db1cb035309	eae39a17d886f288f6554743ca32681a	ecfae507881cefee6d24f88231d955d1	efbacf2a08a5314019719883ae510da5	f02dde18f93a28b0bbed70663db3e93e	f0bccabde4d9d6698461ff045d4b4793	f83cb5bfdb32d2de301eab855bbdf7f8	f893216ba9df075794a841f325463f39	f90d515ed40349312ef6becf7f934222
v4	atcc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00467850849149291	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5298254916333	0	0	0	0	8.2178001653073	1.72792913619138	0	0	2.04216895653666	0	8.25444848182399	0	0	0	0	0	0	0	0	0	0	0	0	5.85671287993388	0	0	0	5.20873945386211	3.15019571760523	0	0	0	0	0	0	0	0	0	4.622366389595	0	0	4.02039829702291	0	0	0	0	0.394554216115902	0	0	0	0	1.75522043572509	9.62681097266192	4.46797560937573	0	0	0.240943187311885	0	0	0	0	0	0	2.68156511704069	0	10.0174664317016	0	3.04882803362288	0	0	5.96119956957722	0	0	0	6.16393493754191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00623801132199055	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v4	atcc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00201343633178746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335572721964577	0	0	0	0	0	0	0.0107383271028665	0	0	0	0	0	0	0	0	0	0	12.0376646823133	0	0	0	0	8.70341411687327	1.89799931543165	0	0	1.92954315129632	0	7.92622769280331	0	0	0	0	0	0	0	0	0	0	0	0	5.58594352982235	0	0	0	4.85707957771529	3.50941952630555	0	0	0	0	0	0	0	0	0	4.52821831019	0	0	3.60405103389956	0	0	0	0	0.376512594044255	0	0	0	0	1.84028080725374	10.0329532412969	4.28325022315586	0	0	0.227518305491983	0	0	0	0	0	0	2.49464761508467	0	11.1134974060229	0	2.95773797139578	0	0	6.32823039080799	0	0	0	5.7483607272532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134229088785831	0	0	0	0	0	0	0	0	0	0
v4	atcc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7567694843419	0	0	0	0	5.60395573345891	1.60113020955969	0	0	1.1596421003061	0	7.94678596656463	0	0	0	0	0	0	0	0	0	0	0	0	5.43913350600424	0	0	0	7.19919943489522	3.0374381916647	0	0	0	0	0	0	0	0	0	4.82105015304921	0	0	5.37438191664705	0	0	0	0	0.470920649870497	0	0	0	0	1.04191193783847	8.88274075818225	4.79161761243231	0	0	0.0941841299740994	0	0	0	0	0	0	2.90793501295032	0	7.81139627972687	0	4.385448551919	0	0	5.72757240404992	0	0	0	7.94678596656463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v4	atcc4	0	0.0824820760104054	0	0	0	0	0	0	0	0.475858130829262	0.155446989404226	0	0	0	0	0	0	0.0555167819300806	0	0	0	0	0	0	0	0	0	0	0	0	0.00475858130829262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222067127720322	0	0	0	0	0	0	0	0	0	0	0.0396548442357718	0	0	0	0	0	11.5633525791511	0	0	0	0	6.34160269018463	1.91770826724193	0	0	0.929509548886492	0	7.18387158175243	0	0	0	0	0	0	0	0	0	0	0	0	5.22809466404416	0	0	0	6.61442801852674	2.19687837066176	0	0	0	0	0	0	0	0	0	5.12657826280058	0	0	3.91948480426369	0	0	0	0	0	0	0	0	0	1.55764228158112	0	5.23126705158302	0	0	0.123723114015608	0	0	0	0	0	0	2.96618234883573	0	8.66854894993972	0	4.41279106655669	0	0	5.51678193008058	11.6537656240086	0	0	7.14897531882495	0	0	0	0.334686885349914	0	0	0	0	0	0	0	0	0	0	0	0.136412664171055	0	0	0	0.0856544635492672	0.239515259184062	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0539305881606497	0.012689550155447	0	0	0	0	0	0	0	0	0	0	0	0
v4	atcc5	0	0	0	0	0	0	0	0	0	0.361366622864652	0	0	0	0	0	0	0	0	0	0	0.0678931230836619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0832238282961016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4989049496277	0	0	0	0	5.99868593955322	1.75865089794131	0	0	1.29872974156811	0	7.5317564607972	0	0	0	0	0	0	0	0	0	0	0	0	5.19491896627245	0	0	0	6.37757336837495	2.58650897941305	0	0	0	0	0	0	0	0	0	4.94743758212878	0	0	4.15900131406045	0	0	0	0	0	0	0	0	0	1.33596145422689	0	5.05694261936049	0	0	0.1598773543583	0	0	0	0	0	0	2.89750328515112	0	8.88961892247043	0	4.32106876916338	0	0	5.32851511169514	11.3622426631625	0	0	7.06964520367937	0	0	0	0.271572492334647	0	0	0	0.0788436268068331	0	0	0	0	0	0	0.0678931230836619	0.0963644327639071	0	0	0	0	0.199299167761717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v67	atcc1	0	0	0	0	0	0	0	0.00129232693803809	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00491084236454475	0	0	0	0	0	0	0	0	0	0.00542777313975999	0	0	0.00103386155043047	0	0.0160248540316723	0	0	0	0	0	0	0	0	0	0	6.94832501505561	0.00491084236454475	0	0	0	0	0	0	9.20007547189318	2.47558148250577	0	0	0	1.16516196733514	0	0	7.6366183422547	6.72682017787588	2.0085345270988	1.6554708076268	0	3.28328581877958	0.47531784781041	0	3.62239240732077	0	0	0	0	0	0	0.649523519057945	7.31534586545843	0	0	6.36057472363588	2.43707013975223	0	0	0	0	1.21814737179471	0	0	0	2.3613397811832	0	0	0	0	2.64823636142766	0	3.07573811253066	0	2.34195487711263	0	0	0	0	0	0	1.79917756313663	19.5720330111993	0.70328431968033	0	0	0	0	0	0.348928273270285	0	0	0.144223686285051	0	3.33316963858785	0	0	0	0	0	0	0	0	0	0.00180925771325333	0.413027689396974	0	0	0	0	0.00155079232564571	0	0	0	0	0	0	0	0.0214526271714323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222280233342552	0	0	0	0	0
v67	atcc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294427228630104	0	0	0	0	0	0	0	0.0117770891452041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386435737577011	0	0	0	0	0	0	0.0206099060041073	0	0	0	0	0	0	0	0	0	0	6.65331929896877	0	0	0	0	0	0	0	8.54133390255931	2.51293639635794	0	0	0	1.1604113148384	0	0	7.82624377102394	6.82813546596789	1.86814076565801	1.5678249924553	0	3.36015074674106	0.449737591732483	0	4.0818654909206	0	0	0	0	0	0	0.72502705050163	6.95841951463671	0	0	5.50726131152609	2.39332533472696	0	0	0	0	1.27744613821886	0	0	0	2.42755250005521	0	0	0	0	2.64138027484782	0	3.0495300205363	0	2.22586984844358	0	0	0	0	0	0	1.58328242195838	21.3084346040322	0.713617995392214	0	0	0	0	0	0.380915227040197	0	0	0.193585902824293	0	3.31157025401709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00662461264417733	0.0242902463619836	0	0	0	0	0
v67	atcc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39444995044599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.87289395441031	0	0	0	0	0	0	0	9.08696729435084	2.83696729435084	0	0	0	0.89816650148662	0	0	5.94028741328048	8.41179385530228	3.09712586719524	1.3689296333003	0	2.52725470763132	0.359266600594648	0	2.1494053518335	0	0	0	0	0	0	0.439791873141724	5.63057482656095	0	0	9.5081764122894	1.69722497522299	0	0	0	0	1.12115956392468	0	0	0	2.32903865213082	0	0	0	0	2.63875123885035	0	2.17418235877106	0	2.06268582755203	0	0	0	0	0	0	2.13701684836472	18.7004459861249	0	0	0	0	0	0	0.569871159563925	0	0	0.0867195242814668	0	2.88032705649158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0805252725470763	0	0	0	0	0
v67	atcc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239582442029606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0513390947206298	0	0	0	0	0	0	0	0	0	0	0	0.00513390947206298	0	0	0	0	0	0	0	0	0	0	6.91708736202618	0	0	0	0	0	0	0	7.96440489432703	3.49276974416018	0	0	0	0.742705570291777	0	0	7.13955677248225	9.56447334645332	2.53957388551382	1.74895182681612	0	3.53555232309404	0.55788482929751	0	1.41182510481732	0	0	0	0	0	0	0.393599726191495	5.58227089928981	0	0	8.50688799520835	2.25378625823565	0	0	0	0	1.42038162060409	0	0	0	3.07178916745101	0	0	0	0	2.86472148541114	0	1.77291007101908	0	1.29032258064516	0	0	0	0	0	0	2.60973731496535	19.2264909728758	0.776931633438864	0	0	0	0	0	0.467185761957731	0	0	0.0342260631470865	0	3.89492598613844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0581843073500471	0	0	0	0	0	0	0	0	0	0	0.0342260631470865	0	0	0	0	0	0	0	0	0	0	0	0	0.0462051852485668	0	0	0	0	0
v67	atcc5	0	0	0	0	0	0	0	0	0	0	0	0	0.1075326630464	0	0	0	0	0	0	0	0	0	0	0	0.1075326630464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215065326092801	0	0	0	0	0	0	0	0	0	0	0	0	0.0430130652185601	0	0	0	0	0	0	0	0	0	0	0	6.8363890531749	0	0	0	0	0	0	0	9.35265336846067	3.02973278133233	0	0	0	0.865637937523523	0	0	6.38206355180386	9.35265336846067	2.68293994300769	1.3307167051992	0	2.60497876229905	0.478520350556482	0	2.13452336147105	0	0	0	0	0	0	0.486585300284962	5.1965159417173	0	0	9.88225173396419	1.68288617667617	0	0	0	0	1.17748266035808	0	0	0	2.26356255712673	0	0	0	0	1.99204258293457	0	2.41410828539169	0	1.94902951771601	0	0	0	0	0	0	1.87644497015969	20.8720898973063	0.741975375020162	0	0	0	0	0	0.430130652185601	0	0	0.0833378138609603	0	3.04317436421313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376364320662401	0.478520350556482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0618312812516802	0	0	0	0	0
v8	atcc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00961581135257482	0	0.0480790567628741	0	0	5.31458496678847	0	0	0	0	0	0	0	0	0	0.0155332337233901	12.0545290471471	0	0.366880186990547	1.44902880305339	0	0	7.92490791011435	1.90614968119887	0	0	4.36483867627262	0	0	0	0	0.787756853114783	0	0	0	11.7379469503084	0	0	0	0	0	0	0	8.50333594686155	0	7.24144562628519	4.8803941003299	0	1.1827447963667	0	0	0	0	0	0.206370105182183	0	0	0	0	0.968238235424649	0	0	0	0	0	11.0448688551267	0	0	0	0	0	0	0	0.289953696169948	0	0	2.80337884817374	0	0	10.6950012574523	0.223382694498277	5.98103466130154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v8	atcc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00128566102261478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0359985086332138	0	0	5.56948354996722	0	0	0	0	0	0	0.0102852881809182	0	0	0.0057854746017665	11.7541558992556	0	0.373484527069593	1.47015337936	0	0	8.27322868052609	1.98120363584937	0	0	4.41303146012522	0	0	0	0	0.66211542664661	0	0	0	11.1306103032874	0	0	0	0	0	0	0	8.33944022319075	0	7.40669315128373	4.95493758115735	0	1.21623532739358	0	0	0	0	0	0.198634627993983	0	0	0	0	0.90831951247734	0	0	0	0	0	11.1479667270927	0	0	0	0	0	0	0	0.27320296730564	0	0	2.83873953793343	0	0	11.1582520152737	0.223705017934971	5.59648243144213	0.0565690849950502	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v8	atcc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03563411896745	0	0	0	0	0	0	0	0	0	0	13.1102693602694	0	0	1.64141414141414	0	0	9.79236812570146	0.820707070707071	0	0	3.75982042648709	0	0	0	0	0.364758698092031	0	0	0	9.17508417508417	0	0	0	0	0	0	0	8.1158810325477	0	7.87738496071829	5.05050505050505	0	2.06930415263749	0	0	0	0	0	0.13327721661055	0	0	0	0	0.946969696969697	0	0	0	0	0	11.2023007856341	0	0	0	0	0	0	0	0	0	0	1.55723905723906	0	0	10.5569584736251	0.0841750841750842	6.6638608305275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0420875420875421	0	0	0	0
v8	atcc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714606218735978	0.10635999534675	0	0	0	0	0	0	0	0	0	0	0.056503747527961	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142921243747196	0	0	0	0.0864174962192345	0	0.0465324979642032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0498562478187892	0	0	0	5.97277848869094	0	0	0	0	0	0	0	0	0	0	14.7773918534891	0	0	1.59872368005584	0	0	9.98454456317618	0.668073720771775	0	0	3.27223173183986	0	0	0	0	0.314094361258372	0	0	0	8.09831652069865	0	0	0	0	0	0	0	7.20256593488774	0	7.8041646585678	4.75960979176707	0.806009339737091	1.83969554451332	0.147906868529075	0	0	0	0	0	0	0	0	0	0.997124956375783	0	0	0	0	0	10.5529057883104	0	0	0	0	0	0	0	0	0	0	1.06193807854021	0	1.06027620361292	11.157828261845	0.0232662489821016	6.477988466588	0	0	0	0	0	0	0	0.240971864457481	0	0	0	0.265899988366876	0	0	0	0	0	0	0	0	0	0	0	0	0.0515181227460821	0	0.116331244910508	0	0	0	0.0398849982550313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147906868529075
v8	atcc5	0.0180559735179055	0	0.0842612097502257	0	0	0	0.0150466445982546	0	0	0	0	0	0	0	0	0	0.189587721938008	0	0	0	0	0	0	0.138429130303942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391212759554619	0	0	0	0.0391212759554619	0	6.16310562744508	0	0	0	0	0	0	0	0	0	0	12.7234426722841	0	0	1.55883238037918	0	0	9.38007824255191	0.637977730965995	0	0	3.58712007222389	0	0	0	0	0.409268733072525	0	0	0	8.66385795967499	0	0	0	0	0	0	0	7.97171230815528	0	7.78513391513692	4.84501956063798	1.33313271140536	1.90189587721938	0	0	0	0	0	0	0	0	0	0	0.95094793860969	0	0	0	0	0	10.8065001504664	0	0	0	0	0	0	0	0	0	0	1.40535660547698	0	1.09238639783328	10.9298826361721	0.0300932891965092	6.84321396328619	0	0	0	0	0	0	0.216671682214866	0	0.0331026181161601	0	0	0	0	0	0.150466445982546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0571772494733674	0	0	0	0	0	0	0	0	0	0	0
v9	atcc1	0	0	0	0	53.9653114324849	0.00990158920506741	0	0	0.0121019423617491	0	0	0	0	0	0	0	0	0	0.0473075928686554	0	0	0	0.0253040613018389	0	0	0	0	0.0198031784101348	0	0	0	0	0.0456573280011442	0	0	0	0	0	0	0.0115518540725786	0	0	0	0	0	0	0	0	0	0	0	0	0	45.8031013977743	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0313550324827135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0286045910368614	0	0	0	0	0	0	0	0	0
v9	atcc2	0	0	0	0	57.0513106774438	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0528438946694652	0	0	0	0.0230726864049777	0	0	0.0208398457851412	0	0	0.0416796915702824	0	0	0	0	0	0.032004048884324	0	0	0.0357254499173849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.6167403504071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215841259917534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148856041322437	0.0550767352893017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0342368895041605	0	0	0	0	0	0	0	0	0
v9	atcc3	0	0	0	0	51.7734855136084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2265144863916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v9	atcc4	0	0	0	0	51.9621715956795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0117918966086505	0	0	0	0	0	0	0	0	0	0	0.00943351728692043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.016602990425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v9	atcc5	0	0	0	0	53.881002718212	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0264270613107822	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0188764723648445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46.0623678646934	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0113258834189067	0	0	0	0	0	0	0
