	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.12	0.20833333333333334	0.5384615384615384	0.4857142857142857
atcc2	0.12	0.0	0.24	0.55	0.5
atcc3	0.20833333333333334	0.24	0.0	0.5	0.4375
atcc4	0.5384615384615384	0.55	0.5	0.0	0.5454545454545454
atcc5	0.4857142857142857	0.5	0.4375	0.5454545454545454	0.0
