	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.012967485559075446	0.02681850958543813	0.03292638723003637	0.029641973655892627
atcc2	0.012967485559075446	0.0	0.03907307879493043	0.035411518092131555	0.03251518326282528
atcc3	0.02681850958543813	0.03907307879493043	0.0	0.030200237902232852	0.026564836053403408
atcc4	0.03292638723003637	0.035411518092131555	0.030200237902232852	0.0	0.006742868952988074
atcc5	0.029641973655892627	0.03251518326282528	0.026564836053403408	0.006742868952988074	0.0
