	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.090098073402842	0.08978255632115452	0.16356349739518813	0.10903222503298146
atcc2	0.090098073402842	0.0	0.0702654227051126	0.13995964488367896	0.08238758863006009
atcc3	0.08978255632115452	0.0702654227051126	0.0	0.14680594333303662	0.08993009851561493
atcc4	0.16356349739518813	0.13995964488367896	0.14680594333303662	0.0	0.10428332468804523
atcc5	0.10903222503298146	0.08238758863006009	0.08993009851561493	0.10428332468804523	0.0
