Region	SampleID	032bb217c0b50db5991d99f7adac6ff4	05d7d7145b7fb932e49cd17a55814db5	0b172a1b0a7afa244da9a8c050a9b2b8	102e2e447395673bf8c4ca98900e8502	10e91475c7fdbee9c9ed85edae567b31	12fe040a5a501317c8df824ebda3621c	19788953078393a5a5d0bf59d0dec18c	1a1af578d05240a58afe8334648eb70f	1a901c6d139772d02ade3f877874449c	1c984db3f07ac11e32301be580606a1e	21329a9fb9f21fdc6982e3e419d84d18	2c8e49ac00291e9fcc49db96d07f4801	3122cde6209cce153da1cd3eecea20a6	32a421ca9f8ddbcdbf2ba0dbb67e4e64	363809f5ed2f3a5e7c743859ac3e715c	37f5e2e4e67164d416181bb86deae98a	398c38637a7c07e5ab6e0b383fb47d11	3b54c21dc458aad6bef0b895a008a999	3cd10ac797690f936f8a68438a96b095	3d9f857b40b4e740c6ba5f91a104ce10	3e2f057eac3e7d69d6b2d308797f6b9f	3e6df4097d1697a5b81b3bc42999192d	3fb3fdc0085b803c2ccfc65e4b365684	3fb479f2ab3aaea6df25f479ab5400d6	3fd512ab2543a51a0f6d3e3f5ee0b799	3ff340544e5a36917b5e5c1c8341348a	474d82bb198dcbd4f0a900c734b1737c	4b7a9119a51ad23e913594c78bc5d0e9	4bf1031e00c57c5ea34fde5172fad8c7	4f9d04a909f881fd5010c1fe75d4dd5d	500717d7e7813b2a2475423541fbd0ca	514d0dacc07d312898736303340a5a4d	55a92ea53d21aed54fbe528cd7680830	55f82d0c00f8233e7a6ae504a1c9c3dc	577d99d5d5449ae745797b56778374a3	5b9866c5ee4acad38f12e2d4fdd7ee05	5f61dcc756c010f1f6f0c4fe92eed0b3	61e5978c3211bd9a1b845d0a850b542b	6d83c34c7d5ac72f2cda59a12d2f98bc	70225078828cad07e913173570d57b91	70ef7b2721121d26c44fef7552783c62	71eaea5901a094bdc7e9fe3098433920	75fbfefbdb3937860340ac76fd31068e	76b24b7e85e9d03726097656ac40e520	7a0cd92bee871610e50e9399c8817216	7a9d3c190c1efda5e5d631f26e92089e	7acd47b748c9f1cd32e0a6e17e6d253e	7d4540927d5ded443b27ed24f339ea44	7e080aec24208d91e7a40c1938f2c807	7e68ab40276d313a96d839cdf50cae13	7f0d2e4a156bae073605319a0ce46804	8002fde653b9077c78199d12a92c6d52	815e0dfc845008a7738cf9874285a958	8915c5ee0375ea52fe86793469053973	8ac77091e9e9e898db202290d9f581bb	8adce1d6621160a2af734a787885a122	8be684e96e435a136668f6e2fafe1d05	90ed11c8df9d4009e91687217af6e2d8	941086778c4389c471018174b81335f8	97c7d864680d62abd920734650bd5294	97feb4f035f7d1f624fbab3b6cfb4b3c	9862defc21d8daf9b720d97c7a945a41	9b0828d33517a6fc6957e9e9a1d5156f	9c0a33f32dcd2db6c61d1d60d2c3a3d2	9d7393d1cc1a683bf6257db3c38311ed	9e31be0b73920efb4927da03660c302e	9fde705fd377f224bf31d81a0d9a4ff4	AB050111	AB078819	AB233334	AB238928	AB272346	AB510703	AB510710	AB542764	AB686281	AB819042	AB976552	AB976555	AE000513	AF275881	AF414809	AF468821	AF542229	AHVO01000005	AHVT01000016	AJ234037	AJ234040	AJ239308	AJ239309	AJ510251	AJ577290	AJ867043	AJ867050	ALZP01000053	ANDR01000013	ANDZ01000001	AOAJ01000015	AOAJ01000017	AP013354	APBS01000004	AY366421	AY568492	CP000260	CP001396	CP006777	CP010437	CQ889266	DI249641	DQ269498	DQ420178	EF036467	EU024161	EU136687	EU156766	EU159482	EU239122	EU429939	EU483154	EU722739	FJ611793	FR734081	FR798912	FW305997	GASM01010085	HE586272	HF545616	HG738867	HG799993	HM126553	HM192792	HM216570	HM355702	HQ413678	JBMS01000011	JF313109	JF803601	JILU01000043	JMGV01000069	JN020353	JN175351	JN700236	JN831370	JQ682637	JQ904752	JX029051	JX104001	JX629262	JX678687	KC431798	KF318815	KF372576	KF372582	KF600293	KF928770	KJ776413	KM087103	KM099449	KM405318	KP091275	KP297450	L14327	LM996829	LN611370	LN774482	U16122	Y11332	Y12593	a04ca7d5e614359e02b5a00e877e273a	a074499e60df3ae9999133ba24d9b46a	a0f6fa5f9fe7b6bae4aeba5df3f5d0cb	a5bb29859419795b9e513884d2c20883	abee4cabdc6cab6e99d61c6f6a7f2e7c	adce0f9b69cc86b3eddaf4c3322bf5a9	adde64d2c93efd9271ff9481f0439f40	aedc894ad93f85aea9475de7b68ef7a3	af368b32a2e2ea15248a44edc2540b27	b1322758c90898ee2492814a69d6f576	b1c064401d4a40e2ca32cbb33fc6ddd7	b482e30ae93a015e03f7a9a1c71932b2	b50a16e1ed63ec613fdc7821926e2180	b64b40c12a7e55291797b109d773b550	b73bfc8a5a52231dffee50d662018a95	b87f467e20076f5e9959f2b3258e96bf	be2e775e810dc93a3b4176184e099e90	c3f585b7786688498ab6fd028b25becb	c4b370215eba390323bb84ae8932f79f	c5c2af4b8d31fc0a03c213ab253e6aa2	c6d8833d23569c51e457329500ca2e29	c8c6fd83e79463294ac071a0c2f9b2ea	cc42fdb95b88d0536dab3df1edce46e6	d23cf01e4cdeff7b08968a7adbf8d7c3	d3887916c49ab2456ba41eab98ac6760	d506e63635bba54efcc2d6c7454c1690	d56624e276343bbf65aa2388137b82a0	da17e2e71ac370f03c37f95dfc4a6369	da6081e4e62f61468f6ea348a2fc0ef7	daa183941ea13fb0dc0ea70af8a449a8	db4c8a38081c5ac4b853a89e26b4b424	df44a2c044182914bbcf697c083fe516	e04ae8d3dbba5f8eeae8db2403b0229d	e21259fec2d4e3ea8d1bb57bdb67bbc0	e4127a377fb203e7e2e87bc7ceb2de9f	e67df8898801d736d89b24d52f3bd469	e824a31904d0fed1104925ec12d86dee	ea2abfc0fea5f7065dc48db1cb035309	eae39a17d886f288f6554743ca32681a	ecfae507881cefee6d24f88231d955d1	efbacf2a08a5314019719883ae510da5	f02dde18f93a28b0bbed70663db3e93e	f0bccabde4d9d6698461ff045d4b4793	f83cb5bfdb32d2de301eab855bbdf7f8	f893216ba9df075794a841f325463f39	f90d515ed40349312ef6becf7f934222
v4	atcc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00467814371257485	0	0	0	0	0	0	0	0	0	0	0	0	0	12.5288485528942	0	0	0	0	0	0	0	8.21715943113773	1.72779441117764	0	0	2.04200973053892	0	8.25380489021956	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.85625623752495	0	0	0	5.20833333333333	3.1499500998004	0	0	0	0	0	0	0	0	0	0	0.00779690618762475	0	4.62200598802395	0	0	0	0	0	4.02008483033932	0	0	0	0	0	0	0	0.394523453093812	0	0	0	0	0	0	0	1.75508358283433	9.62606037924152	4.46762724550898	0	0	0.240924401197605	0	0	0	0	0	0	0	0	2.68135603792415	0	10.0166853792415	0	0	3.04859031936128	0	0	5.96073478043912	0	0	0	0	6.16345434131737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0062375249500998	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v4	atcc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00201324716635461	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00335541194392436	0	0	0	0	0	0	0.0107373182205579	0	0	0	0	0	0	0	0	0	0	12.0365337252454	0	0	0	0	0	0	0	8.70259641776221	1.89782099548362	0	0	1.9293618677565	0	7.92548301154933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58541872185648	0	0	0	4.85662324763611	3.50908981095609	0	0	0	0	0	0	0	0	0	0	0	0	4.52779287713153	0	0	0.0093951534429882	0	0	3.60371242777476	0	0	0	0	0	0	0	0.376477220108313	0	0	0	0	0	0	0	1.84010791004812	10.032010629945	4.28284780522505	0	0	0.227496929798071	0	0	0	0	0	0	0	0	2.49441323911337	0	11.1124532758887	0	0	2.95746008737493	0	0	6.32763584385255	0	0	0	0	5.74782065994242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00134216477756974	0	0	0	0	0	0	0	0	0	0
v4	atcc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.7519124396846	0	0	0	0	0	0	0	5.60197716841238	1.60056490526068	0	0	1.15923267035424	0	7.94398022831588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.43721313404731	0	0	0	7.19665764387431	3.03636577615629	0	0	0	0	0	0	0	0	0	0	0	0	4.8193480051783	0	0	0	0	0	5.37248440626103	0	0	0	0	0	0	0	0.4707543839002	0	0	0	0	0	0	0	1.04154407437919	8.87960456631752	4.78992585618454	0	0	0.09415087678004	0	0	0	0	0	0.035306578792515	0	0	2.90690832058374	0	7.80863834294457	0	0	4.38390020007061	0	0	5.72555019418618	0	0	0	0	7.94398022831588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v4	atcc4	0	0	0.0824820760104054	0	0	0	0	0	0	0	0.475858130829262	0.155446989404226	0	0	0	0	0	0	0.0555167819300806	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00475858130829262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222067127720322	0	0	0	0	0	0	0	0	0	0	0.0396548442357718	0	0	0	0	0	11.5633525791511	0	0	0	0	0	0	0	6.34160269018463	1.91770826724193	0	0	0.929509548886492	0	7.18387158175243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.22809466404416	0	0	0	6.61442801852674	2.19687837066176	0	0	0	0	0	0	0	0	0	0	0	0	5.12657826280058	0	0	0	0	0	3.91948480426369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55764228158112	0	5.23126705158302	0	0	0.123723114015608	0	0	0	0	0	0	0	0	2.96618234883573	0	8.66854894993972	0	0	4.41279106655669	0	0	5.51678193008058	11.6537656240086	0	0	0	7.14897531882495	0	0	0	0	0.334686885349914	0	0	0	0	0	0	0	0	0	0	0	0.136412664171055	0	0	0	0.0856544635492672	0.239515259184062	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0539305881606497	0.012689550155447	0	0	0	0	0	0	0	0	0	0	0	0
v4	atcc5	0	0	0	0	0	0	0	0	0	0	0.361366622864652	0	0	0	0	0	0	0	0	0	0	0.0678931230836619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0832238282961016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.4989049496277	0	0	0	0	0	0	0	5.99868593955322	1.75865089794131	0	0	1.29872974156811	0	7.5317564607972	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.19491896627245	0	0	0	6.37757336837495	2.58650897941305	0	0	0	0	0	0	0	0	0	0	0	0	4.94743758212878	0	0	0	0	0	4.15900131406045	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33596145422689	0	5.05694261936049	0	0	0.1598773543583	0	0	0	0	0	0	0	0	2.89750328515112	0	8.88961892247043	0	0	4.32106876916338	0	0	5.32851511169514	11.3622426631625	0	0	0	7.06964520367937	0	0	0	0	0.271572492334647	0	0	0	0.0788436268068331	0	0	0	0	0	0	0.0678931230836619	0.0963644327639071	0	0	0	0	0.199299167761717	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v67	atcc1	0	0	0	0	0	0	0	0	0.00129224343798782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00491052506435372	0	0	0	0	0	0	0	0	0	0.00542742243954885	0	0	0.00103379475039026	0	0.016023818631049	0	0	0	0	0	0	0	0	0	0	0	6.94787606868532	0	0.00491052506435372	0	0	0	0	0	0	0	9.1994810350353	2.47542152980947	0	0	0	0	1.16508668368982	0	0	0.00103379475039026	7.63612492375764	6.72638554341421	2.00840475132067	1.6553638440624	0	3.28307367855186	0.475287136491921	0	3.62215835667986	0	0	0	0	0	0	0.649481551932679	0	7.31487320507386	0	0	0	0	6.36016375308846	2.43691267535743	0	0	0	0.00258448687597564	0	0	0	0.00155069212558539	1.21806866464732	0	0.000775346062792693	0	0	0	2.36118720989135	0	0	0	0.000516897375195129	0	0	0	2.64806525312464	0	3.07553938241102	0	2.34180355832153	0	0	0	0	0	0	0	0	1.79906131436665	19.570768419638	0.703238878952973	0	0	0	0	0	0	0.348905728256712	0	0	0	0.144214367679441	0	0	3.33295427525819	0	0	0	0	0	0	0	0	0	0.00180914081318295	0.413001002780908	0	0	0	0	0.00155069212558539	0	0	0	0	0	0	0	0	0.0214512410705978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0222265871333905	0	0	0	0	0
v67	atcc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00294427228630104	0	0	0	0	0	0	0	0.0117770891452041	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.386435737577011	0	0	0	0	0	0	0.0206099060041073	0	0	0	0	0	0	0	0	0	0	0	6.65331929896877	0	0	0	0	0	0	0	0	0	8.54133390255931	2.51293639635794	0	0	0	0	1.1604113148384	0	0	0	7.82624377102394	6.82813546596789	1.86814076565801	1.5678249924553	0	3.36015074674106	0.449737591732483	0	4.0818654909206	0	0	0	0	0	0	0.72502705050163	0	6.95841951463671	0	0	0	0	5.50726131152609	2.39332533472696	0	0	0	0	0	0	0	0	1.27744613821886	0	0	0	0	0	2.42755250005521	0	0	0	0	0	0	0	2.64138027484782	0	3.0495300205363	0	2.22586984844358	0	0	0	0	0	0	0	0	1.58328242195838	21.3084346040322	0.713617995392214	0	0	0	0	0	0	0.380915227040197	0	0	0	0.193585902824293	0	0	3.31157025401709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00662461264417733	0.0242902463619836	0	0	0	0	0
v67	atcc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.39066947160005	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0371241183021903	7.86412572701398	0.0309367652518253	0	0	0	0	0	0	0	0	9.07684692488553	2.83380769706719	0	0	0	0	0.897166192302933	0	0	0	5.93367157530009	8.40242544239574	3.09367652518253	1.36740502413068	0	2.52444004454894	0.358866476921173	0	2.14701150847667	0	0	0	0	0	0	0.439302066575919	0.0433114713525554	5.62430392278183	0	0	0	0	9.49758693231036	1.69533473580002	0	0	0	0	0	0	0	0	1.11991090211607	0	0	0	0	0	2.32644474693726	0	0	0	0	0	0	0	2.63581239945551	0	2.17176092067813	0	2.06038856577156	0	0	0	0	0	0	0	0	2.13463680237594	18.6796188590521	0	0	0	0	0	0	0	0.569236480633585	0	0	0	0.0866229427051108	0	0	2.87711916841975	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0804355896547457	0	0	0	0	0
v67	atcc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0239582442029606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0513390947206298	0	0	0	0	0	0	0	0	0	0	0	0.00513390947206298	0	0	0	0	0	0	0	0	0	0	0	6.91708736202618	0	0	0	0	0	0	0	0	0	7.96440489432703	3.49276974416018	0	0	0	0	0.742705570291777	0	0	0	7.13955677248225	9.56447334645332	2.53957388551382	1.74895182681612	0	3.53555232309404	0.55788482929751	0	1.41182510481732	0	0	0	0	0	0	0.393599726191495	0	5.58227089928981	0	0	0	0	8.50688799520835	2.25378625823565	0	0	0	0	0	0	0	0	1.42038162060409	0	0	0	0	0	3.07178916745101	0	0	0	0	0	0	0	2.86472148541114	0	1.77291007101908	0	1.29032258064516	0	0	0	0	0	0	0	0	2.60973731496535	19.2264909728758	0.776931633438864	0	0	0	0	0	0	0.467185761957731	0	0	0	0.0342260631470865	0	0	3.89492598613844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0581843073500471	0	0	0	0	0	0	0	0	0	0	0	0.0342260631470865	0	0	0	0	0	0	0	0	0	0	0	0	0.0462051852485668	0	0	0	0	0
v67	atcc5	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1075326630464	0	0	0	0	0	0	0	0	0	0	0	0.1075326630464	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215065326092801	0	0	0	0	0	0	0	0	0	0	0	0	0.0430130652185601	0	0	0	0	0	0	0	0	0	0	0	0	6.8363890531749	0	0	0	0	0	0	0	0	0	9.35265336846067	3.02973278133233	0	0	0	0	0.865637937523523	0	0	0	6.38206355180386	9.35265336846067	2.68293994300769	1.3307167051992	0	2.60497876229905	0.478520350556482	0	2.13452336147105	0	0	0	0	0	0	0.486585300284962	0	5.1965159417173	0	0	0	0	9.88225173396419	1.68288617667617	0	0	0	0	0	0	0	0	1.17748266035808	0	0	0	0	0	2.26356255712673	0	0	0	0	0	0	0	1.99204258293457	0	2.41410828539169	0	1.94902951771601	0	0	0	0	0	0	0	0	1.87644497015969	20.8720898973063	0.741975375020162	0	0	0	0	0	0	0.430130652185601	0	0	0	0.0833378138609603	0	0	3.04317436421313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0376364320662401	0.478520350556482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0618312812516802	0	0	0	0	0
v8	atcc1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00956325356599013	0	0.0478162678299506	0	0	5.28553668243377	0	0	0	0	0	0	0	0	0	0	0	0	0.0154483326835225	11.9886417973032	0	0	0.364874905287008	1.44110874890574	0	0	7.88159220815525	0	1.89573111073512	0	0	4.34098148406983	0	0	0	0	0.783451157521499	0	0	0	11.6737900645152	0	0	0	0	0	0	0	0	0	0.0205977769113634	8.45685869189404	0	7.20186557008026	0	0	0	4.85371900218484	0	0	1.17628018861679	0	0	0	0	0	0	0	0.205242134223942	0	0	0	0	0	0	0	0.962946070606237	0	0	0	0	0	10.9845001728742	0	0	0	0	0	0	0	0.525978946129457	0	0	0.288368876759087	0	0	2.78805623193097	0	0	0	10.6365448700501	0	0.222161736686848	5.94834371804586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v8	atcc2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001285454440281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035992724327868	0	0	5.56858863529729	0	0	0	0	0	0	0	0	0	0.010283635522248	0	0	0.0057845449812645	11.752267220269	0	0	0.373424514901631	1.46991715246132	0	0	8.27189932320824	0	1.98088529247302	0	0	4.41232236626453	0	0	0	0	0.662009036744715	0	0	0	11.1288218167328	0	0	0	0	0	0	0	0	0	0.0160681805035125	8.33810022688271	0	7.40550303045884	0	0	0	4.95414141284298	0	0	1.21603990050583	0	0	0	0	0	0	0	0.198602711023415	0	0	0	0	0	0	0	0.908173562058527	0	0	0	0	0	11.1461754516766	0	0	0	0	0	0	0	0	0	0	0.273159068559713	0	0	2.83828340414045	0	0	0	11.1564590871988	0	0.223669072608894	5.59558317854319	0.056559995372364	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
v8	atcc3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.03267423923713	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1047538914598	0	0	0	1.64072360117796	0	0	9.78824849249755	0	0.820361800588978	0	0	3.7582386762025	0	0	0	0	0.364605244706212	0	0	0	9.17122423222549	0	0	0	0	0	0	0	0	0	0	8.11246669471322	0	7.87407095778993	0	0	0	5.04838031131679	0	0	2.06843359977563	0	0	0.0420698359276399	0	0	0	0	0.133221147104193	0	0	0	0	0	0	0	0.946571308371897	0	0	0	0	0	11.1975879960735	0	0	0	0	0	0	0	0	0	0	0	0	0	1.55658392932268	0	0	0	10.5525171785163	0	0.0841396718552798	6.66105735520965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0420698359276399	0	0	0	0
v8	atcc4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0714606218735978	0.10635999534675	0	0	0	0	0	0	0	0	0	0	0.056503747527961	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.142921243747196	0	0	0	0.0864174962192345	0	0.0465324979642032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0498562478187892	0	0	0	5.97277848869094	0	0	0	0	0	0	0	0	0	0	0	0	0	14.7773918534891	0	0	0	1.59872368005584	0	0	9.98454456317618	0	0.668073720771775	0	0	3.27223173183986	0	0	0	0	0.314094361258372	0	0	0	8.09831652069865	0	0	0	0	0	0	0	0	0	0	7.20256593488774	0	7.8041646585678	0	0	0	4.75960979176707	0.806009339737091	0	1.83969554451332	0.147906868529075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.997124956375783	0	0	0	0	0	10.5529057883104	0	0	0	0	0	0	0	0	0	0	0	0	0	1.06193807854021	0	0	1.06027620361292	11.157828261845	0	0.0232662489821016	6.477988466588	0	0	0	0	0	0	0	0.240971864457481	0	0	0	0.265899988366876	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0515181227460821	0	0.116331244910508	0	0	0	0.0398849982550313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.147906868529075
v8	atcc5	0	0.0180559735179055	0	0.0842612097502257	0	0	0	0.0150466445982546	0	0	0	0	0	0	0	0	0	0.189587721938008	0	0	0	0	0	0	0.138429130303942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0391212759554619	0	0	0	0.0391212759554619	0	6.16310562744508	0	0	0	0	0	0	0	0	0	0	0	0	0	12.7234426722841	0	0	0	1.55883238037918	0	0	9.38007824255191	0	0.637977730965995	0	0	3.58712007222389	0	0	0	0	0.409268733072525	0	0	0	8.66385795967499	0	0	0	0	0	0	0	0	0	0	7.97171230815528	0	7.78513391513692	0	0	0	4.84501956063798	1.33313271140536	0	1.90189587721938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.95094793860969	0	0	0	0	0	10.8065001504664	0	0	0	0	0	0	0	0	0	0	0	0	0	1.40535660547698	0	0	1.09238639783328	10.9298826361721	0	0.0300932891965092	6.84321396328619	0	0	0	0	0	0	0.216671682214866	0	0.0331026181161601	0	0	0	0	0	0.150466445982546	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0571772494733674	0	0	0	0	0	0	0	0	0	0	0
v9	atcc1	0.0213332749859146	0	0	0	0	53.6630327164917	0.00984612691657595	0	0	0.0120341551202595	0	0	0	0	0	0	0	0	0	0.0470426063791962	0	0	0	0.0251623243423608	0	0	0	0	0.538801945157073	0.0196922538331519	0	0	0	0	0.0454015852264336	0	0	0	0	0	0	0.0114871480693386	0	0	0	0	0	0	0	0	0	0	0	0	0	45.5465420949276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0311794019024905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284443666478861	0	0	0	0	0	0	0	0	0
v9	atcc2	0	0	0	0	0	57.0513106774438	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0528438946694652	0	0	0	0.0230726864049777	0	0	0.0208398457851412	0	0	0	0.0416796915702824	0	0	0	0	0	0.032004048884324	0	0	0.0357254499173849	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	42.6167403504071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0215841259917534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0148856041322437	0.0550767352893017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0342368895041605	0	0	0	0	0	0	0	0	0
v9	atcc3	0	0	0	0	0	51.7553098121818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48.2095839915745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.035106196243637	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
