	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.7368421052631579	0.8461538461538461	0.8461538461538461	0.7857142857142857
atcc2	0.7368421052631579	0.0	0.8461538461538461	0.8461538461538461	0.7857142857142857
atcc3	0.8461538461538461	0.8461538461538461	0.0	0.5	0.6666666666666666
atcc4	0.8461538461538461	0.8461538461538461	0.5	0.0	0.6666666666666666
atcc5	0.7857142857142857	0.7857142857142857	0.6666666666666666	0.6666666666666666	0.0
