	pielou_evenness
Patient1-fresh	0.7860302862337584
Patient1-frozen	0.8042041813449478
Patient2-fresh	0.6226825958760115
Patient2-frozen	0.6777568292577877
Patient3-fresh	0.7195431369532068
Patient3-frozen	0.7939176773821728
