	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.10062851297434382	0.1379588462108822	0.21506893146987724	0.19107834867457718
atcc2	0.10062851297434382	0.0	0.07366207787435683	0.16181625533684507	0.13440318352521494
atcc3	0.1379588462108822	0.07366207787435683	0.0	0.18540649498461062	0.15953857263185003
atcc4	0.21506893146987724	0.16181625533684507	0.18540649498461062	0.0	0.19015533171670024
atcc5	0.19107834867457718	0.13440318352521494	0.15953857263185003	0.19015533171670024	0.0
