# Constructed from biom file
#OTU ID	Patient1-fresh	Patient1-frozen	Patient2-fresh	Patient2-frozen	Patient3-fresh	Patient3-frozen
AZMI01000001	32.0	11.0	117.0	117.0	94.0	52.0
AB554233	147.0	78.0	36.0	25.0	0.0	0.0
DQ497994	0.0	0.0	130.0	92.0	0.0	0.0
AY764158	19.0	0.0	17.0	10.0	292.0	142.0
AY652736	46.0	0.0	141.0	70.0	0.0	0.0
GU938836	0.0	0.0	0.0	0.0	190.0	20.0
AB547649	0.0	0.0	0.0	0.0	210.0	108.0
AB470343	0.0	0.0	0.0	0.0	128.0	80.0
AB233029	116.0	84.0	0.0	0.0	0.0	0.0
HQ455040	164.0	78.0	54.0	30.0	0.0	0.0
X95624	82.0	90.0	0.0	0.0	0.0	0.0
JFCR01000004	0.0	0.0	109.0	63.0	0.0	0.0
AY546096	0.0	0.0	107.0	65.0	0.0	0.0
ABVR01000038	0.0	0.0	160.0	74.0	0.0	0.0
AB547667	0.0	0.0	3.0	5.0	77.0	75.0
AJ011522	0.0	0.0	93.0	66.0	0.0	0.0
EF031542	0.0	0.0	72.0	87.0	0.0	0.0
EF436500	0.0	0.0	55.0	49.0	159.0	0.0
AY608697	0.0	0.0	0.0	0.0	112.0	45.0
KJ607242	0.0	0.0	93.0	63.0	0.0	0.0
Y07841	32.0	58.0	36.0	26.0	71.0	0.0
EU136682	77.0	73.0	0.0	0.0	0.0	0.0
AY365452	0.0	0.0	130.0	0.0	9.0	0.0
KF814111	0.0	2.0	5.0	0.0	134.0	44.0
ADLL01000101	41.0	46.0	0.0	0.0	50.0	0.0
CP003058	0.0	0.0	0.0	0.0	72.0	54.0
HF558387	0.0	0.0	44.0	59.0	19.0	0.0
AQOB01000015	80.0	40.0	0.0	0.0	0.0	0.0
ACWN01000099	0.0	0.0	10.0	10.0	93.0	0.0
FP929042	0.0	0.0	112.0	0.0	83.0	0.0
AB439724	56.0	52.0	0.0	0.0	0.0	0.0
EU139255	32.0	0.0	0.0	0.0	65.0	0.0
CP001107	0.0	0.0	0.0	97.0	0.0	0.0
EU526291	0.0	0.0	34.0	61.0	0.0	0.0
ASSM01000019	61.0	33.0	28.0	0.0	0.0	0.0
ACWG01000065	0.0	0.0	0.0	0.0	81.0	13.0
ABDX01000067	0.0	0.0	0.0	0.0	73.0	19.0
GU561393	13.0	0.0	40.0	38.0	0.0	0.0
FR870271	33.0	57.0	0.0	0.0	0.0	0.0
CAEN01000062	41.0	22.0	48.0	22.0	19.0	16.0
AY525790	0.0	0.0	0.0	0.0	86.0	0.0
FR749935	47.0	37.0	0.0	0.0	0.0	0.0
AB547674	0.0	0.0	28.0	56.0	0.0	0.0
FJ751783	0.0	0.0	59.0	24.0	0.0	0.0
HF545616	0.0	0.0	0.0	0.0	82.0	11.0
AB558167	0.0	0.0	0.0	0.0	50.0	30.0
FJ154797	42.0	35.0	0.0	0.0	0.0	0.0
CAHB01000032	0.0	0.0	0.0	0.0	76.0	0.0
JF803601	54.0	21.0	0.0	0.0	0.0	0.0
AB595135	0.0	0.0	0.0	0.0	53.0	22.0
AY305310	0.0	0.0	18.0	21.0	62.0	13.0
CAGZ01000034	0.0	0.0	44.0	30.0	0.0	0.0
JX435052	17.0	39.0	0.0	0.0	10.0	0.0
AB266102	0.0	0.0	35.0	29.0	2.0	0.0
AB910737	0.0	0.0	0.0	0.0	49.0	17.0
KF742682	0.0	0.0	0.0	0.0	0.0	65.0
AJ270482	41.0	23.0	0.0	0.0	0.0	0.0
ADLJ01000059	35.0	29.0	0.0	0.0	0.0	0.0
AJ315980	0.0	0.0	0.0	0.0	34.0	30.0
AB916501	0.0	0.0	0.0	0.0	38.0	25.0
DQ100449	35.0	25.0	0.0	0.0	0.0	0.0
AJ867037	0.0	0.0	0.0	0.0	52.0	8.0
JRKW01000037	0.0	0.0	0.0	0.0	50.0	0.0
AY044916	37.0	12.0	0.0	0.0	0.0	0.0
JN084203	25.0	23.0	0.0	0.0	0.0	0.0
KC311367	9.0	0.0	14.0	23.0	0.0	0.0
EU429939	21.0	12.0	5.0	0.0	5.0	0.0
ATUT01000005	0.0	0.0	27.0	16.0	0.0	0.0
JGDU01000253	0.0	0.0	0.0	42.0	0.0	0.0
HQ591418	0.0	0.0	0.0	0.0	30.0	11.0
Y18186	24.0	16.0	0.0	0.0	0.0	0.0
L16485	0.0	0.0	0.0	0.0	40.0	0.0
EU541439	0.0	0.0	0.0	0.0	39.0	0.0
JPJG01000126	0.0	0.0	0.0	0.0	37.0	0.0
AE015928	0.0	0.0	36.0	0.0	0.0	0.0
AP010969	15.0	7.0	10.0	0.0	0.0	0.0
EU541436	0.0	0.0	0.0	0.0	0.0	32.0
AB600998	26.0	0.0	0.0	0.0	0.0	0.0
JN989551	0.0	0.0	0.0	0.0	26.0	7.0
AY162469	14.0	11.0	0.0	0.0	0.0	0.0
HM347074	0.0	0.0	0.0	0.0	24.0	0.0
AM084230	11.0	12.0	0.0	0.0	0.0	0.0
DI141025	22.0	0.0	0.0	0.0	0.0	0.0
Y10772	6.0	16.0	8.0	6.0	0.0	0.0
X82500	0.0	0.0	14.0	8.0	0.0	0.0
AY438672	0.0	0.0	6.0	0.0	16.0	0.0
CP003274	0.0	0.0	0.0	0.0	22.0	0.0
AB355616	0.0	0.0	21.0	16.0	0.0	0.0
AY286546	0.0	0.0	0.0	0.0	21.0	0.0
Y11466	20.0	0.0	0.0	0.0	0.0	0.0
AB355617	20.0	0.0	0.0	0.0	0.0	0.0
JF506650	0.0	20.0	0.0	0.0	0.0	0.0
DQ279736	0.0	20.0	0.0	0.0	0.0	0.0
AB932543	0.0	0.0	0.0	0.0	19.0	0.0
AJ270473	0.0	0.0	18.0	9.0	0.0	0.0
KF240720	0.0	0.0	0.0	0.0	16.0	0.0
AY570514	14.0	0.0	0.0	0.0	12.0	0.0
ABAX03000009	3.0	5.0	0.0	4.0	0.0	0.0
HH793440	0.0	12.0	0.0	0.0	0.0	0.0
EU977835	0.0	0.0	0.0	0.0	12.0	0.0
GAJK01095101	11.0	0.0	0.0	0.0	0.0	0.0
L76600	0.0	0.0	11.0	0.0	0.0	0.0
JQ282807	0.0	0.0	0.0	0.0	10.0	0.0
FP929059	0.0	0.0	9.0	6.0	5.0	0.0
AF439641	0.0	0.0	0.0	9.0	0.0	0.0
FJ263921	8.0	0.0	0.0	0.0	0.0	0.0
Y18176	0.0	0.0	0.0	0.0	8.0	0.0
EF185168	0.0	7.0	0.0	0.0	0.0	0.0
AJ278694	0.0	0.0	7.0	0.0	0.0	0.0
AF262236	0.0	0.0	7.0	0.0	0.0	0.0
AB271048	6.0	0.0	0.0	0.0	0.0	0.0
AEPE02000003	6.0	0.0	0.0	0.0	0.0	0.0
L34421	0.0	0.0	6.0	0.0	0.0	0.0
EU309492	0.0	0.0	0.0	0.0	6.0	0.0
GU591836	5.0	0.0	0.0	0.0	0.0	0.0
DQ174168	5.0	0.0	0.0	0.0	0.0	0.0
AJ006963	0.0	5.0	0.0	0.0	0.0	0.0
KM099449	0.0	0.0	0.0	5.0	0.0	0.0
AB574481	0.0	0.0	0.0	0.0	0.0	5.0
AB775575	0.0	4.0	0.0	0.0	0.0	0.0
GU591823	0.0	0.0	4.0	0.0	0.0	0.0
AB294142	0.0	0.0	0.0	0.0	4.0	0.0
CP008889	0.0	0.0	0.0	2.0	0.0	0.0
0e8840280d0992de38adeec839ba1140	6819.0	3882.0	0.0	0.0	0.0	0.0
736115537934ac2c427779414a1670af	273.0	224.0	114.0	113.0	4352.0	3370.0
504d5540ce47d436ef44c7e7456544d9	4082.0	3589.0	0.0	0.0	511.0	392.0
5b0a0670b6d422f40d10b571d6a25021	611.0	677.0	3336.0	1834.0	13.0	0.0
38a87abc2bd68f8fa8513e98e3137357	2113.0	2966.0	0.0	0.0	0.0	0.0
49befc84c40f63a66e7215b585354b4d	3083.0	1698.0	0.0	0.0	0.0	0.0
bc4aadb8cc1ee3f887feeecafa5596e9	1711.0	1341.0	85.0	120.0	654.0	492.0
b489ff471c1f091ce854e7bbf1770e4d	2333.0	1627.0	0.0	0.0	0.0	0.0
c60e09af1648c3eba2436e954b9bad87	1429.0	1332.0	0.0	0.0	0.0	0.0
67f21dc9ca47f8b4150cd6f7c7f16c53	676.0	969.0	298.0	420.0	238.0	35.0
762c4213779f892963f1e9b12b9d5063	1477.0	892.0	0.0	0.0	0.0	0.0
274005fc7a84eb6a2f36916a8896e27b	1658.0	1136.0	0.0	0.0	0.0	0.0
510aac28c5165c6f545ee508541b79f5	1166.0	1088.0	1137.0	760.0	896.0	457.0
07bbdb169b2b1bf1400b34c0e2820e94	0.0	0.0	12.0	13.0	1143.0	928.0
5a45ad22faae76411e6179cde32775c2	0.0	0.0	897.0	926.0	1022.0	832.0
829ccd1a37e6dbb97f8cba01a0027b27	770.0	644.0	0.0	0.0	0.0	0.0
a0347163daa3f0f89d26644c7c0bc2be	893.0	512.0	0.0	0.0	0.0	0.0
d245da3471736f14fe5195b7bc7cffd7	774.0	561.0	0.0	0.0	0.0	0.0
f7891dbf4746a9272ca0dc52ad4c249d	56.0	70.0	368.0	454.0	342.0	0.0
d9e6497ca80649dfc60dca303e7c22d9	0.0	0.0	0.0	0.0	606.0	619.0
d11d9774a72bfaf4bff18535b45168ce	604.0	389.0	102.0	77.0	0.0	0.0
8421143e9889f221ddfff6cdf73303e3	0.0	0.0	0.0	0.0	1056.0	93.0
7d3d90275b722d17052534221b9f3c20	0.0	0.0	483.0	399.0	470.0	37.0
4be43e1bfbb25d10b2ae7efe81daac16	651.0	473.0	0.0	0.0	0.0	0.0
b1d0e2358a96d2cdc49b3c533c298953	542.0	449.0	0.0	0.0	0.0	0.0
58c895cc830f0d1b22c6ea54d50809e9	0.0	0.0	587.0	552.0	0.0	0.0
844a8210e39b84c5aee762d1a0800231	206.0	97.0	322.0	225.0	0.0	0.0
39bf84fd3f28f834ca278b967b9631a4	419.0	336.0	0.0	0.0	0.0	0.0
ec23849f15a67e3f5e39666275c9ff16	419.0	239.0	0.0	0.0	0.0	0.0
b23014b10f9423056682ec9eae7db8c7	0.0	0.0	310.0	264.0	36.0	0.0
5b0d0e565bf6031b14928af139fd613f	724.0	360.0	0.0	0.0	0.0	0.0
658bf13a8ed00e4983d2707059c394c3	285.0	251.0	0.0	0.0	0.0	0.0
6006fb739ef6c0faf6d0ee6599a52657	228.0	308.0	0.0	0.0	0.0	0.0
5f78bd1629efcdd53842832fdb462172	0.0	0.0	237.0	278.0	0.0	0.0
2c468631175b01f291f06c69ae2954ce	261.0	233.0	0.0	0.0	0.0	0.0
6c4ecf8209ae7ee4fd3b671d8b8d6e47	575.0	339.0	0.0	0.0	0.0	0.0
2a3d3bac476c2c0f3718c5aaa7b831ac	167.0	314.0	0.0	0.0	0.0	0.0
41f614aacb7238639267e6bcdc504609	40.0	18.0	31.0	42.0	317.0	20.0
f67393a06986e144f2442663248c9310	257.0	177.0	0.0	0.0	0.0	0.0
9dc641a4d0f72102c7cbc1877751d26c	337.0	238.0	0.0	0.0	0.0	0.0
a84bfd069baf128ca503cb5c420840df	0.0	0.0	0.0	0.0	327.0	361.0
2f367f24b5829524840c8024e46ac601	121.0	54.0	14.0	13.0	187.0	101.0
caf81d0024839708b76c0063abb4d41f	44.0	52.0	0.0	0.0	288.0	32.0
c62382afd25e02830a86515c73e488ef	205.0	176.0	0.0	0.0	0.0	0.0
f68db133bdd83a8359b67e1ea2f986ec	357.0	222.0	0.0	0.0	0.0	0.0
fafad955ae4e1ee4d3b87a690b682688	210.0	142.0	0.0	0.0	0.0	0.0
97c789eb69321cb616c3042b77e5c1ec	211.0	139.0	44.0	0.0	0.0	0.0
5e46f8c3127a89543487474dbfaa28b0	117.0	201.0	0.0	0.0	30.0	0.0
acc759763e7f42f4a97062208ac33b8c	0.0	0.0	142.0	202.0	0.0	0.0
fea0e60350c85a587e91632016d7f846	167.0	162.0	0.0	0.0	0.0	0.0
26b646ed375148df0dc5bdfd8239f53a	98.0	88.0	138.0	146.0	260.0	0.0
2eff05ccb377ecb87b11f19c805608e2	0.0	0.0	25.0	0.0	358.0	147.0
c56100a3d085147fe03c1083dabee806	262.0	96.0	0.0	0.0	0.0	0.0
a462badb241b0e2f155616f800b7a43e	0.0	0.0	222.0	157.0	0.0	0.0
c2d261cf9b7986c9f7032a0059f24e2d	0.0	0.0	163.0	114.0	0.0	0.0
22f857ebc41618363f5431af1a466c6c	175.0	97.0	16.0	10.0	0.0	0.0
094b9ef825ab6c05f32875dc32d869a6	0.0	0.0	148.0	121.0	0.0	0.0
f020558a5849e1fb11e5412e72b0efab	179.0	87.0	0.0	0.0	0.0	0.0
4800fc503adce8eca4288d3b8886666f	162.0	94.0	0.0	0.0	0.0	0.0
564003dbfe7d0c7c9367be08a0cc06d4	0.0	0.0	150.0	99.0	0.0	0.0
7ee2071989ea733567785309086a467a	0.0	0.0	168.0	80.0	0.0	0.0
ae539b30bd31e01630a9e04085bebe11	0.0	0.0	0.0	0.0	231.0	17.0
121b5a6d274c9be4182dc752c20e65cc	227.0	89.0	11.0	5.0	0.0	0.0
2a1e6db363f6b76ecaeca90e976999b6	0.0	0.0	0.0	0.0	146.0	95.0
eaa405309bf515c2b3b5f0e766fa46a4	144.0	94.0	0.0	0.0	0.0	0.0
9beb26a5a6013aa14b0bd68df4fb8fc2	0.0	0.0	149.0	89.0	0.0	0.0
f578dabb7ca9533eba31750e5c6c10d3	248.0	191.0	0.0	0.0	0.0	0.0
0f6a8a888db44a87cdd2c01942a4afe8	141.0	79.0	0.0	0.0	0.0	0.0
e4525a60f6448ba90f9f11aa943d976d	0.0	0.0	93.0	60.0	39.0	27.0
d396c5a16e5a213d86e70c1cd9ec1f8a	108.0	108.0	0.0	0.0	0.0	0.0
cf9113a6387cdb3396dbe0f4a514e6ac	120.0	95.0	0.0	0.0	0.0	0.0
31fdf572b71bfac629a5f9ced14079ef	0.0	0.0	113.0	96.0	34.0	0.0
28784d9bbec2e189c63cde18aa8a1b34	101.0	98.0	0.0	0.0	0.0	0.0
af95206f51b941445db398a6639497d7	142.0	54.0	0.0	0.0	0.0	0.0
97503df2155bc211e3c0742721a9af6f	37.0	41.0	69.0	25.0	23.0	0.0
6a664606b077708f82e6e138c7365ce2	0.0	0.0	224.0	120.0	0.0	0.0
cbd21f5c92ae1111a8e0baf668d5a9fb	104.0	79.0	0.0	0.0	4.0	0.0
4f426756b5e289fd9dfe9f1988fcc8a0	127.0	49.0	11.0	0.0	0.0	0.0
24844244c36a9b09e9a8701267d38612	0.0	0.0	104.0	72.0	0.0	0.0
655694cbd8e61b50d24ecdf559f93c47	0.0	0.0	88.0	87.0	0.0	0.0
2acf83d530eaa0cf2a083e7b6c9fcc00	0.0	0.0	0.0	0.0	120.0	40.0
56dccef07daa1faf66df9e3145498153	64.0	66.0	13.0	15.0	0.0	5.0
b3158e1bba11df08dbaa684b802f9f2b	0.0	0.0	21.0	24.0	167.0	0.0
9bcf6a9584a7fe265b14cefe4a28545a	0.0	0.0	96.0	53.0	0.0	0.0
e5b1df709321eca6246de8c94ace2454	32.0	15.0	55.0	42.0	0.0	0.0
05c9e924d3a6f5d58cc09e50a8ae66ab	0.0	0.0	81.0	62.0	0.0	0.0
cbab90b4a3e9eaddfd155da6c2456de5	146.0	63.0	0.0	0.0	0.0	0.0
60e546201a50e869a64606ddb091a5df	56.0	32.0	0.0	0.0	36.0	17.0
68402abe75daa5bc6a5f0221ccc0b1d5	3.0	0.0	83.0	50.0	0.0	0.0
3cffab18843b49d56ef0838429a617aa	0.0	0.0	78.0	55.0	0.0	0.0
b76a3a7b762b5019ec6974c97e2c1c6f	0.0	0.0	75.0	54.0	0.0	0.0
9770bb011fbdb62a0836772aa7a0fe8f	0.0	0.0	74.0	53.0	0.0	0.0
1d0cf6fd547c322df4ab18ba0a201092	0.0	0.0	71.0	56.0	32.0	0.0
4586e54952abe91ce28ad310f2fb8aa1	72.0	51.0	0.0	0.0	0.0	0.0
e7e3e748632d51323df051addf949512	0.0	0.0	56.0	65.0	0.0	0.0
8a3af12893e159d4356ecb0584c97eb1	0.0	0.0	62.0	35.0	20.0	0.0
23be31c84f6ebcec7c16b88d2ea2c365	80.0	35.0	0.0	0.0	0.0	0.0
59a84b297a72b2c78d2a78102f3d72fd	0.0	0.0	0.0	0.0	114.0	46.0
19804e9f906912a89b0b6d70f53754e6	0.0	0.0	0.0	0.0	77.0	35.0
7dc86a49668eac529e45b13c5bd4315e	0.0	0.0	0.0	0.0	65.0	46.0
1f25c81e38e1bd833a2facad52b16b7f	0.0	0.0	55.0	54.0	0.0	0.0
328e8513cd8933a192390666f3d61962	0.0	0.0	61.0	45.0	0.0	0.0
8dcf12d6f481ed92b0132e2bfdc9997e	0.0	0.0	105.0	0.0	0.0	0.0
0ce20299a4291b9b91e34e4a2a4ea745	64.0	36.0	0.0	0.0	0.0	0.0
15e4142927b33dc542cf15099f9372de	0.0	0.0	0.0	0.0	54.0	45.0
5017e05c5c6a8e089125deb441703bee	0.0	0.0	88.0	57.0	0.0	0.0
7296ce612f4b227da7da565842e66cd7	0.0	0.0	0.0	0.0	56.0	32.0
19ff7a1a3186aa66df3bc77747571707	46.0	41.0	0.0	0.0	0.0	0.0
b028cccd472595f0cecd0fddf3854a6d	0.0	0.0	44.0	41.0	0.0	0.0
5ff0107deb09924fa93bb980c31b59a8	0.0	0.0	0.0	0.0	77.0	5.0
d2cb5f70436a87ff27ea24ae873da070	0.0	0.0	42.0	38.0	0.0	0.0
114b46770eac035f21d947be8bc72d24	51.0	28.0	0.0	0.0	0.0	0.0
bdda839a2c7552e58269fa608321cea5	24.0	28.0	0.0	0.0	27.0	0.0
d871ffc6433e84e1e883d2ecd1d2f483	0.0	0.0	0.0	0.0	51.0	27.0
49ae08cfef443103a1217653e7d92ade	0.0	0.0	43.0	34.0	0.0	0.0
155fe624685042b04b0d6ca494eb6ae5	0.0	0.0	36.0	25.0	25.0	14.0
c7aaa0eb238248a3c47156418745e7f2	0.0	0.0	38.0	75.0	0.0	0.0
bbef0ac30a29900f2f9404795dca6853	0.0	0.0	41.0	31.0	0.0	0.0
c64a2aa6669dc46d284bfee76ddb7157	0.0	0.0	0.0	16.0	55.0	17.0
8efbccd1c8791375dc2916a755860231	0.0	0.0	33.0	37.0	0.0	0.0
563e43e628ac5cc34d5cca3bdfd7d734	0.0	0.0	0.0	0.0	70.0	0.0
a2b361cb14ca4bd75b0bce97665ad638	0.0	0.0	45.0	23.0	0.0	0.0
8e09734ff0443851ab5b73b5d2b81207	31.0	36.0	0.0	0.0	0.0	0.0
6abfef97c70f5b7b926bc79148e46261	0.0	0.0	20.0	47.0	0.0	0.0
1f7b8f4cf387738b304003e8ec80ab7e	0.0	0.0	36.0	31.0	23.0	0.0
b8a48327fd43c01028f6ac256bbd733b	0.0	0.0	0.0	0.0	26.0	41.0
2a1735d4268824976bba3c54552c240b	38.0	28.0	0.0	0.0	0.0	0.0
f1413d577b65fbcd3e5b979587535433	31.0	29.0	0.0	0.0	0.0	0.0
008847636dd2d534ddf8b922f845939e	0.0	0.0	55.0	59.0	0.0	0.0
f3414ff276c3805602af7a90b66e2fea	38.0	20.0	0.0	0.0	0.0	0.0
2a002080994d8b35c56ff220898539a2	0.0	0.0	0.0	0.0	46.0	12.0
f5fe2d82b225575b7cd00757c688b906	54.0	56.0	0.0	0.0	0.0	0.0
0087e447206dd0394d1d7c61b9b9472f	0.0	0.0	0.0	0.0	54.0	11.0
0320d31c2b66b28115ff27b1888920df	0.0	0.0	0.0	0.0	54.0	51.0
d2715ce6c8d2956489089191dd61d05a	0.0	0.0	40.0	29.0	24.0	0.0
6ee65297a3a01ceaba896eb44bd8d0f7	0.0	0.0	0.0	0.0	44.0	9.0
764b3f6e8d19aede05f882a419a6ea05	0.0	0.0	0.0	0.0	31.0	22.0
5bba9e0ab9f2e7887ce54cb71acb8dc9	35.0	17.0	0.0	0.0	0.0	0.0
d0a5a63fca9271d49b8e1bb1f7671bb4	0.0	0.0	28.0	24.0	0.0	0.0
8101f9488a1d7c3b4b03e4b8ed72e46d	0.0	0.0	30.0	21.0	0.0	0.0
77f8bba234caca33d0e0f49cc3c02f69	31.0	19.0	0.0	0.0	0.0	0.0
83ad26382134530d9e425f1d2b57b8d1	38.0	12.0	0.0	0.0	0.0	0.0
7d4b422961f70bc369364dbcf93058eb	0.0	0.0	0.0	0.0	47.0	0.0
10d84988ecd3f258dee50bfaf34304c9	0.0	0.0	0.0	0.0	46.0	0.0
01a1c09c5eafa291c6917ee95a12f4c0	0.0	0.0	22.0	23.0	0.0	0.0
193a144cfd25e74f0df22f883e4f8242	0.0	0.0	44.0	0.0	0.0	0.0
b5c563c50f8ad46b6c0425e1f982cc86	0.0	0.0	0.0	0.0	25.0	19.0
7e9c4b5d85a92993ea33b0c05c434c73	43.0	24.0	0.0	0.0	0.0	0.0
6d24544d3245c79f9f0b2ab8088852a8	26.0	16.0	0.0	0.0	0.0	0.0
19e7c33bb811a7cb18d050aee9a088be	0.0	0.0	41.0	0.0	0.0	0.0
