	Patient1-fresh	Patient1-frozen	Patient2-fresh	Patient2-frozen	Patient3-fresh	Patient3-frozen
Patient1-fresh	0.0	0.0631182712493215	0.24351782687950768	0.22671179078006642	0.19619741894162213	0.18481087503357382
Patient1-frozen	0.0631182712493215	0.0	0.2507825576953383	0.2182305714819043	0.1808314669876781	0.20481600880778922
Patient2-fresh	0.24351782687950768	0.2507825576953383	0.0	0.07025139786467807	0.2360807720830293	0.2428898846240341
Patient2-frozen	0.22671179078006642	0.2182305714819043	0.07025139786467807	0.0	0.17982589295415893	0.22297358941189843
Patient3-fresh	0.19619741894162213	0.1808314669876781	0.2360807720830293	0.17982589295415893	0.0	0.11469141256053468
Patient3-frozen	0.18481087503357382	0.20481600880778922	0.2428898846240341	0.22297358941189843	0.11469141256053468	0.0
