	atcc1	atcc2	atcc3	atcc4	atcc5
atcc1	0.0	0.19230769230769232	0.2222222222222222	0.19230769230769232	0.19230769230769232
atcc2	0.19230769230769232	0.0	0.045454545454545456	0.0	0.0
atcc3	0.2222222222222222	0.045454545454545456	0.0	0.045454545454545456	0.045454545454545456
atcc4	0.19230769230769232	0.0	0.045454545454545456	0.0	0.0
atcc5	0.19230769230769232	0.0	0.045454545454545456	0.0	0.0
