# Constructed from biom file
#OTU ID	Patient1-fresh	Patient1-frozen	Patient2-fresh	Patient2-frozen	Patient3-fresh	Patient3-frozen
KF598968	0.0	0.0	0.0	0.0	959.0	345.0
FR749934	824.0	215.0	312.0	175.0	0.0	0.0
EU239122	0.0	0.0	0.0	0.0	737.0	412.0
GU938836	0.0	0.0	76.0	100.0	1017.0	80.0
AF028352	971.0	610.0	44.0	23.0	575.0	743.0
AB355616	288.0	204.0	316.0	158.0	0.0	0.0
AF537605	0.0	0.0	376.0	477.0	0.0	0.0
FJ685627	76.0	0.0	454.0	282.0	0.0	0.0
EU156771	83.0	0.0	419.0	305.0	0.0	0.0
AJ132842	0.0	0.0	426.0	246.0	31.0	0.0
CP003058	0.0	0.0	0.0	0.0	370.0	328.0
AY362908	0.0	0.0	424.0	224.0	0.0	0.0
DQ789120	381.0	242.0	0.0	0.0	0.0	0.0
AQOB01000015	399.0	223.0	0.0	0.0	0.0	0.0
AZJE01000037	0.0	0.0	352.0	249.0	0.0	0.0
GU561405	0.0	0.0	0.0	0.0	444.0	151.0
AY162469	238.0	351.0	0.0	0.0	0.0	0.0
AB370250	74.0	26.0	492.0	267.0	0.0	0.0
HF545616	0.0	0.0	0.0	0.0	373.0	126.0
X82064	0.0	0.0	302.0	190.0	0.0	0.0
ABGD02000031	0.0	0.0	8.0	0.0	172.0	311.0
EF436500	0.0	0.0	122.0	112.0	219.0	10.0
JPJG01000126	0.0	0.0	0.0	0.0	343.0	278.0
DQ911241	55.0	62.0	125.0	73.0	122.0	15.0
CP001104	0.0	0.0	263.0	175.0	14.0	0.0
U82813	0.0	0.0	105.0	50.0	165.0	121.0
Y07841	160.0	203.0	159.0	115.0	410.0	52.0
FQ312002	0.0	0.0	253.0	166.0	0.0	0.0
AF192154	0.0	0.0	0.0	0.0	217.0	198.0
X82062	0.0	0.0	272.0	139.0	0.0	0.0
FJ751783	0.0	0.0	275.0	128.0	0.0	0.0
CAEN01000062	104.0	43.0	169.0	67.0	46.0	72.0
AB693938	0.0	0.0	210.0	168.0	0.0	0.0
FJ185225	69.0	30.0	81.0	71.0	396.0	52.0
KC311367	43.0	19.0	208.0	106.0	0.0	0.0
AB698910	365.0	0.0	0.0	0.0	0.0	0.0
L16496	0.0	0.0	0.0	0.0	181.0	172.0
AJ003058	132.0	216.0	0.0	0.0	0.0	0.0
X78719	99.0	79.0	19.0	0.0	122.0	9.0
JN837491	81.0	19.0	194.0	134.0	0.0	0.0
EU526291	0.0	0.0	157.0	167.0	0.0	0.0
HG798414	181.0	115.0	12.0	7.0	8.0	0.0
ACCF01000268	178.0	88.0	21.0	20.0	30.0	24.0
CAHB01000032	143.0	90.0	0.0	5.0	303.0	16.0
JN037416	76.0	31.0	135.0	43.0	18.0	0.0
CQ889266	252.0	49.0	0.0	0.0	0.0	0.0
L76604	0.0	0.0	0.0	0.0	161.0	104.0
EF519868	0.0	0.0	172.0	74.0	0.0	0.0
AY850119	41.0	27.0	28.0	30.0	55.0	57.0
ACUX02000006	230.0	0.0	0.0	0.0	0.0	0.0
GU562446	0.0	0.0	0.0	0.0	100.0	128.0
EF031542	0.0	0.0	217.0	130.0	14.0	0.0
AWCK01000002	0.0	0.0	0.0	0.0	219.0	0.0
AY764158	0.0	0.0	0.0	0.0	85.0	131.0
AB595132	0.0	0.0	0.0	0.0	168.0	43.0
JX435052	0.0	0.0	47.0	30.0	122.0	10.0
DQ497994	0.0	0.0	104.0	89.0	0.0	0.0
EU541436	0.0	0.0	133.0	54.0	0.0	0.0
ADLU01000111	149.0	65.0	0.0	0.0	0.0	0.0
KP091275	0.0	0.0	103.0	80.0	0.0	0.0
AJ011522	0.0	0.0	112.0	67.0	0.0	0.0
X95624	107.0	69.0	0.0	0.0	0.0	0.0
FP929059	0.0	0.0	63.0	42.0	36.0	16.0
FN295567	0.0	0.0	40.0	36.0	79.0	0.0
KM087103	87.0	64.0	0.0	0.0	0.0	0.0
AF101240	0.0	145.0	0.0	0.0	0.0	0.0
AP010969	81.0	63.0	0.0	0.0	0.0	0.0
JQ780830	95.0	46.0	0.0	0.0	0.0	0.0
KF814111	0.0	0.0	0.0	0.0	118.0	104.0
AJ234043	86.0	0.0	27.0	19.0	0.0	0.0
AB554232	0.0	0.0	78.0	50.0	49.0	33.0
Y10772	28.0	38.0	35.0	18.0	8.0	0.0
AJTC01000001	0.0	34.0	89.0	0.0	0.0	0.0
GU561357	0.0	0.0	0.0	0.0	90.0	33.0
Y08828	70.0	48.0	0.0	0.0	0.0	0.0
GQ149247	62.0	46.0	0.0	0.0	0.0	0.0
M23730	0.0	0.0	53.0	55.0	0.0	0.0
X55797	0.0	0.0	64.0	103.0	0.0	0.0
AY033814	0.0	0.0	0.0	0.0	71.0	24.0
BAME01000208	0.0	0.0	0.0	0.0	94.0	0.0
M22516	0.0	0.0	0.0	0.0	62.0	32.0
FJ715928	36.0	26.0	0.0	9.0	23.0	4.0
AB679112	48.0	20.0	0.0	13.0	0.0	0.0
AF487681	0.0	0.0	39.0	38.0	0.0	0.0
AY974071	0.0	0.0	0.0	0.0	32.0	43.0
KC753457	40.0	34.0	0.0	0.0	0.0	0.0
AB037874	0.0	2.0	44.0	22.0	0.0	0.0
JX629460	35.0	28.0	0.0	0.0	0.0	0.0
EU414673	0.0	0.0	36.0	59.0	0.0	0.0
AB932543	0.0	0.0	0.0	0.0	45.0	14.0
FJ823142	20.0	19.0	0.0	0.0	18.0	0.0
Y07839	0.0	0.0	0.0	0.0	55.0	0.0
LN558625	0.0	0.0	0.0	0.0	38.0	16.0
AY974072	30.0	21.0	0.0	0.0	0.0	0.0
AJ278694	0.0	0.0	32.0	19.0	0.0	0.0
FJ263375	0.0	0.0	22.0	29.0	0.0	0.0
AB910737	0.0	0.0	0.0	0.0	50.0	0.0
HW313926	0.0	0.0	0.0	49.0	0.0	0.0
JF824809	0.0	0.0	0.0	0.0	29.0	17.0
AB078819	14.0	0.0	19.0	12.0	0.0	0.0
FN554713	0.0	0.0	0.0	0.0	44.0	0.0
AM084228	0.0	0.0	41.0	0.0	0.0	0.0
AF439641	0.0	0.0	35.0	0.0	0.0	0.0
AJ234041	0.0	33.0	0.0	0.0	0.0	0.0
AY365452	0.0	0.0	0.0	0.0	30.0	0.0
GU401493	0.0	0.0	0.0	0.0	29.0	0.0
GU561311	28.0	0.0	0.0	0.0	0.0	0.0
AY136666	0.0	0.0	28.0	0.0	0.0	0.0
AJ867043	27.0	0.0	0.0	0.0	0.0	0.0
FR749935	27.0	0.0	0.0	0.0	0.0	0.0
ASSQ01000021	0.0	0.0	0.0	0.0	0.0	27.0
Y18186	26.0	0.0	0.0	0.0	0.0	0.0
AF287802	12.0	13.0	0.0	0.0	0.0	0.0
ABXI02000116	0.0	0.0	0.0	0.0	24.0	0.0
CU463952	0.0	0.0	0.0	0.0	15.0	7.0
GU811876	0.0	0.0	0.0	0.0	9.0	12.0
FJ263921	19.0	0.0	0.0	0.0	0.0	0.0
AB022027	19.0	0.0	0.0	0.0	0.0	0.0
AJ540309	0.0	0.0	14.0	5.0	0.0	0.0
DQ518919	0.0	0.0	0.0	19.0	0.0	0.0
AF292372	7.0	9.0	0.0	0.0	0.0	0.0
AJ810271	14.0	0.0	0.0	0.0	0.0	0.0
JN837493	0.0	0.0	14.0	0.0	0.0	0.0
X87757	0.0	0.0	14.0	0.0	0.0	0.0
AGXT01000001	0.0	12.0	0.0	0.0	0.0	0.0
HM205109	0.0	0.0	0.0	10.0	0.0	0.0
AY570514	4.0	0.0	0.0	0.0	0.0	9.0
FJ785716	0.0	0.0	0.0	8.0	0.0	0.0
EU156766	0.0	0.0	7.0	0.0	0.0	0.0
AB547676	0.0	0.0	0.0	0.0	7.0	0.0
EU429939	0.0	6.0	0.0	0.0	0.0	0.0
EU309492	0.0	0.0	0.0	0.0	6.0	0.0
AB775575	0.0	5.0	0.0	0.0	0.0	0.0
AFUS01000005	4.0	0.0	0.0	0.0	0.0	0.0
AF349724	0.0	0.0	3.0	0.0	0.0	0.0
ACRF02000006	0.0	0.0	0.0	0.0	0.0	3.0
CP001853	2.0	0.0	0.0	0.0	0.0	0.0
EU240445	0.0	0.0	2.0	0.0	0.0	0.0
aaf77ed20b38b92b07d4aef777db9af6	7712.0	4760.0	0.0	0.0	0.0	0.0
6070f14e6f9b185ae416faaaf68be460	0.0	0.0	745.0	483.0	2280.0	3769.0
6b1bc4b6b0732213aa938169007af8f9	3193.0	2501.0	0.0	0.0	0.0	0.0
aa3daeb798cdc2c52430d63beb4e7818	1524.0	1210.0	5134.0	3300.0	2554.0	2411.0
eade3bb4b21b6193faceecf79a19acc5	1734.0	2277.0	913.0	926.0	509.0	161.0
caa2563a61257cd4034542f760d9b525	2912.0	1903.0	952.0	893.0	0.0	0.0
1d7ee5e6ed83088dd275b1566332a1f2	1733.0	1266.0	2934.0	2067.0	0.0	0.0
d9c2c0a0c708fa19b5e561e52b08bd71	0.0	0.0	2145.0	1489.0	1391.0	98.0
981c62c20b9b3705db30bff7ad52878e	2440.0	740.0	0.0	0.0	0.0	0.0
ad45c358ffb66a3d6510822ae029f4ae	1734.0	1139.0	186.0	204.0	0.0	0.0
f12f45c65cc126768c4e9d76ce944378	766.0	454.0	1349.0	1208.0	0.0	0.0
357a98ea96cdc0da59b899f16b1a29ac	1209.0	1108.0	54.0	0.0	0.0	0.0
43967a48fde9d5cc29b19ab0e6535d3b	2114.0	926.0	0.0	0.0	0.0	0.0
23394eab20c073e4edc78b2e55485314	0.0	0.0	17.0	0.0	959.0	1373.0
1ebf01ae604be432ff9ffc80f88654b1	1397.0	897.0	0.0	0.0	0.0	0.0
88d228d23451a7784d11cebb4c8f2ae7	761.0	824.0	0.0	0.0	15.0	0.0
97284224464d7859b45cbb64713f9918	0.0	0.0	0.0	0.0	871.0	671.0
839591826305d6f35e9cf23038ab58db	514.0	607.0	79.0	59.0	507.0	29.0
b0e0ad71f0e3df30507d0b4d30ccbd17	895.0	655.0	0.0	12.0	87.0	57.0
8979ef1d385d923ccd6fd399a1beb0b8	0.0	0.0	708.0	437.0	0.0	0.0
2ca370a92f6c84a0cc5e613f07371ee8	733.0	374.0	0.0	0.0	0.0	0.0
5cd055b14c801e374eb202253e3b35d0	251.0	129.0	392.0	153.0	114.0	135.0
7caa2e9fa7e4f10539ccead878940844	0.0	0.0	0.0	0.0	1001.0	77.0
0bb5308d52f4bb04edb470b746bfa2f9	0.0	0.0	0.0	0.0	621.0	409.0
5868fe0c83bf03d90f90a8be20ef598e	582.0	306.0	80.0	31.0	16.0	0.0
520ee041bd1e1c29d445ba2f27f56c6b	748.0	249.0	0.0	0.0	0.0	0.0
7dd4bdf8ac7c5e6c5d62b5cd4fa8d17e	0.0	0.0	579.0	346.0	41.0	15.0
8e7f499f2b50debce05d27f18e15c2b7	590.0	336.0	35.0	0.0	0.0	0.0
219a8db50edaab7c0a382d60aacf68c7	502.0	412.0	0.0	0.0	26.0	16.0
5a4c3ef7749cc4a24e412086ebe0de29	0.0	0.0	0.0	0.0	642.0	827.0
109a117f59089697b6e0b84251c5c172	0.0	0.0	576.0	325.0	0.0	0.0
388f7ddfebe47d9326425032ddfd8b85	0.0	0.0	855.0	478.0	0.0	0.0
5d3e291caca36b28a05fa5a5212e5b33	608.0	334.0	98.0	47.0	19.0	0.0
5e11c754cb3bc64364f07a7158ca944a	579.0	494.0	0.0	0.0	0.0	0.0
e857bdb9f33b78cdf0c53cf5b68c2984	0.0	0.0	433.0	248.0	299.0	384.0
33fbd13d4612622d835c92fa58bf0f94	496.0	199.0	0.0	0.0	0.0	0.0
cb17881242db2e326c42f2858c11000f	406.0	236.0	0.0	0.0	0.0	0.0
2b1f78585ac74780f57e18807a9e96cf	89.0	69.0	187.0	115.0	158.0	178.0
33e74350f085c5464f0189a698e9e7d6	0.0	0.0	208.0	264.0	95.0	0.0
4e21600660297e024e7d23442c0c7c9c	93.0	35.0	23.0	0.0	192.0	239.0
e02a144140d52e5cddd351e360be743e	292.0	120.0	0.0	0.0	86.0	67.0
f9fef9a9984026b8131e3ded9e8ffa0c	0.0	0.0	260.0	142.0	46.0	17.0
a5d9f9b1d4b9498023ba2a5b1b1e9b4b	0.0	0.0	402.0	0.0	0.0	0.0
3c23dd12d8cb1f5fafa91e5aa2c51167	0.0	0.0	0.0	0.0	207.0	178.0
c3f4c8ada482532093f4ac30cf6ed6c5	0.0	0.0	32.0	29.0	300.0	22.0
0bf46d5d8dd7aa9af036423d5ddcbad0	247.0	121.0	0.0	0.0	0.0	0.0
f209cddf7a83c7513792656f948fff8f	0.0	0.0	0.0	0.0	334.0	0.0
bfdf95864c1382fd340370473779a062	326.0	136.0	0.0	0.0	0.0	0.0
cb325678c81bcb6be46d40f04f853235	200.0	126.0	0.0	0.0	0.0	0.0
b54a835cb79b5ba122f3a43aabdc2d16	169.0	142.0	0.0	0.0	0.0	0.0
efa01cf0cbee2b894971d94d4f11c6fa	57.0	40.0	0.0	9.0	115.0	83.0
ededcb1520afa03962275b04153bb5b2	160.0	88.0	29.0	15.0	113.0	118.0
085967fbcfd7eb9e3a39b851fc98fcd8	147.0	78.0	11.0	0.0	13.0	29.0
657659498adad1dced08b45992a8cd59	174.0	97.0	0.0	0.0	0.0	0.0
dc3472c7ab68214f0bb8a262fc288568	335.0	129.0	97.0	0.0	0.0	0.0
f1515424eac4d3e474b22a9d20ac25ab	0.0	0.0	115.0	61.0	22.0	17.0
4d79d852401d2130cdd829cdff27e770	169.0	44.0	0.0	0.0	0.0	0.0
519bc3435be87414f8b33ba851072164	0.0	0.0	0.0	0.0	165.0	42.0
eb7d84a99f97cf18792ae96dbe47df1f	0.0	0.0	120.0	77.0	60.0	30.0
573012f4f4a627660e6d6f8cc18af9a3	115.0	68.0	0.0	0.0	0.0	0.0
2f05b9b250f163ba6f89c9493dd7ad7f	125.0	45.0	0.0	0.0	0.0	0.0
d8d38157e18643ac88a89c1dac59c937	0.0	0.0	89.0	78.0	0.0	0.0
2742e98a846dd04d8adc08eee6562ca3	0.0	0.0	0.0	0.0	119.0	35.0
879e081acf4534a5408c5bd9fe8d6234	0.0	0.0	57.0	53.0	21.0	21.0
7219837fb4d19c27e5c9fc82af07d0d1	0.0	0.0	86.0	63.0	0.0	0.0
b482db5fd9bcc7fd0294fd8fb4831df5	97.0	50.0	0.0	0.0	0.0	0.0
fc36d929cf92adb07ba0e8321d6d9fe9	93.0	53.0	0.0	0.0	0.0	0.0
fcd05c4b2d0a98bbfbd5223c39bc0a61	0.0	0.0	0.0	0.0	78.0	61.0
815e12ba585bb3b37323b6fc20f92728	10.0	0.0	0.0	0.0	61.0	65.0
a37adf817c7efe1cf5bf103dc8f705cc	78.0	56.0	0.0	0.0	0.0	0.0
ed1c348ff3c6f1e7c799b82f24a0d8d5	0.0	0.0	0.0	0.0	132.0	0.0
2d955286cc6c1586b906276ffcd7fa97	0.0	0.0	71.0	58.0	0.0	0.0
665169b35a3155d50e166198c59c50d5	0.0	0.0	82.0	45.0	16.0	11.0
e9be5a0576c88109c3d7c867711fdf2d	0.0	0.0	70.0	53.0	0.0	0.0
2b23bb34f4f807a759ba4893160f484c	0.0	0.0	58.0	65.0	0.0	0.0
8eca078410d12fd6291f46e435effb18	84.0	37.0	0.0	0.0	0.0	0.0
a2ec20d3ab165f5a5fc6547fbbaf74b4	78.0	34.0	0.0	0.0	0.0	0.0
0f6e546b2682e854b5abac9d988f0b9d	0.0	0.0	0.0	0.0	111.0	0.0
d177c6d465ef0915db76998d6cfb8fee	0.0	0.0	58.0	46.0	0.0	0.0
cb6568ddd5d4feb2d1b6f8979c4a1abc	0.0	0.0	57.0	45.0	0.0	0.0
1ed6547a6ed9998ea1f04cc1b6aa579e	0.0	0.0	64.0	35.0	0.0	0.0
7bd7a5dbe1d6c1ed009fcb14bfd3d271	0.0	0.0	0.0	0.0	45.0	54.0
002dd7ac7d62e0634eb61115f0b4bf91	68.0	29.0	0.0	0.0	0.0	0.0
edf79479ded0835618fddfde650d0970	0.0	0.0	52.0	44.0	0.0	0.0
a0b4883511f560c62525c00597ad9ae7	64.0	29.0	0.0	0.0	0.0	0.0
62c1a36cb0cc2a4485f8935be512e05d	58.0	30.0	0.0	0.0	0.0	0.0
6ae3df815ac4146ed5c289b14a2675be	32.0	15.0	0.0	0.0	16.0	24.0
f386d34ebecedafaa5397cf04ea15237	0.0	0.0	48.0	39.0	0.0	0.0
fcd8fee3ab3a3a597246bb127b644fd2	54.0	29.0	0.0	0.0	0.0	0.0
2de91a59bb69c4a4fff065f9cbf23fb6	0.0	0.0	47.0	33.0	0.0	0.0
0cee016bbedd1f81b6b7a316ad8bdd11	54.0	16.0	0.0	0.0	2.0	7.0
e4ff3b58785dc22ca08dbc9cc6e4e62c	0.0	0.0	51.0	25.0	0.0	0.0
5b1b20e3148c442208341e3bb623398b	0.0	0.0	41.0	35.0	0.0	0.0
8efb8ffda171e7f84e16c042826aa4e9	49.0	26.0	0.0	0.0	0.0	0.0
d2ad6c5e4871b3cd222a534a2429d3aa	38.0	22.0	5.0	4.0	0.0	0.0
c860b3d1afabe0c61547632bf024f09e	0.0	0.0	42.0	26.0	0.0	0.0
a0bdf3f5af70b4ec50b39b81e6f23546	0.0	0.0	0.0	0.0	30.0	35.0
7c6b872796330f103af1d663c1d135be	0.0	0.0	63.0	34.0	0.0	0.0
eca4c2b32897ce55d7de0271d56fe91c	0.0	0.0	0.0	0.0	40.0	22.0
059f366bf22540a060884af82a3ed187	0.0	0.0	0.0	0.0	34.0	25.0
268c0668894a9de447401e1373af7d4e	37.0	18.0	0.0	0.0	0.0	0.0
ff51721282f090f7ca07b0671696af98	21.0	33.0	0.0	0.0	0.0	0.0
ce80c74bf726d024a73be6840b30b78c	0.0	0.0	32.0	22.0	0.0	0.0
caffdc6a60deabdca3df4f718d5a2f68	0.0	0.0	40.0	14.0	0.0	0.0
35439f5de6fe5b5690265c4ad10aa64a	0.0	0.0	0.0	0.0	39.0	15.0
4902723c87de2a8db5c123e5f5501551	0.0	0.0	0.0	0.0	0.0	53.0
305e6066f578f069cd31e54d4cf84d2f	0.0	48.0	0.0	0.0	0.0	0.0
924423f0c3887c6b2f9e23386c69e7f8	0.0	0.0	48.0	0.0	0.0	0.0
86f864882e3cafd655d9381339661019	0.0	0.0	0.0	0.0	48.0	0.0
6e5285f4160c2883ef1b2787b5ff3a30	0.0	0.0	0.0	0.0	0.0	43.0
0e9b1294dbed3d7a70089512dc858dbf	20.0	10.0	7.0	0.0	5.0	0.0
131a0617390ac548fa87cd729b6944e2	28.0	25.0	14.0	11.0	0.0	0.0
90624cce401650b577b8f347109e7605	0.0	0.0	26.0	15.0	0.0	0.0
74157b9e92791719463c8606eec51d4c	0.0	0.0	0.0	39.0	0.0	0.0
c41b170e249ddb5b4661e4f1bb10c144	0.0	0.0	37.0	0.0	0.0	0.0
430a94643dbb9b8f54af6250a5cdbd1c	0.0	0.0	16.0	19.0	0.0	0.0
9b6e354027d3673c2a9de59b89f9008f	0.0	0.0	16.0	17.0	0.0	0.0
37b1d3390b3757018914fab3d9cca693	32.0	23.0	0.0	0.0	0.0	0.0
53a4b9ff0f58a213f585dce308aa49b1	0.0	0.0	0.0	0.0	19.0	12.0
681d659632fa42d0ea9b382833487e09	0.0	0.0	0.0	0.0	30.0	0.0
83f4e379d3a423eca98d68cfeff9c589	13.0	0.0	16.0	0.0	0.0	0.0
758152f864c21c33c1808d7a59b0f999	0.0	7.0	0.0	0.0	29.0	0.0
52d71aaa3f571d8853effbc2936bab0e	0.0	0.0	26.0	0.0	0.0	0.0
3be4b5dc7213ee52ed26191687b863fb	0.0	0.0	13.0	12.0	0.0	0.0
af2b3d604b851337bdbdbc954878fbcc	0.0	0.0	0.0	0.0	19.0	6.0
411653f6bc16b9a641a0a6c12e036821	0.0	0.0	0.0	0.0	24.0	0.0
319618e9919f7db7fba19510744a3c59	0.0	0.0	13.0	10.0	0.0	0.0
322585b49be0099f79563334c6d1e99a	10.0	12.0	0.0	0.0	0.0	0.0
50f44fb0c2436cc684f673bd0db51d11	10.0	12.0	0.0	0.0	0.0	0.0
0017c358ab865ee22564cf72384b8f89	9.0	13.0	0.0	0.0	0.0	0.0
6645af2751b9e945a3696693648a6fc2	0.0	0.0	22.0	0.0	0.0	0.0
a4525a9e2e7882fe2656397f79269a2e	0.0	0.0	0.0	22.0	0.0	0.0
836aefa79d4f0b293d2f5acad79cac8c	12.0	0.0	0.0	0.0	9.0	0.0
5cf56c31f9c17a8152ef27eeb1841f35	0.0	0.0	0.0	0.0	20.0	0.0
22b732b4b2040a2be4492c7783010ac1	0.0	0.0	0.0	0.0	0.0	20.0
33a85c719b0bf7b5b5e94771eec64096	0.0	19.0	0.0	0.0	0.0	0.0
9ffc2afde4bfdc9619802b246882039d	0.0	0.0	19.0	0.0	0.0	0.0
e2a0b59464c443dcee9a5156cc08b314	0.0	0.0	18.0	0.0	0.0	0.0
374b0cf5ed0b7f0b482679143fd26fea	0.0	0.0	18.0	0.0	0.0	0.0
40877f8d0c86053addac9195d2bbf462	0.0	0.0	18.0	0.0	0.0	0.0
ab8ea065c68a4e0b6c2f0a16b5730487	0.0	0.0	18.0	0.0	0.0	0.0
fce3d60e4396d2bb31014e833c3e6abf	0.0	0.0	0.0	0.0	18.0	0.0
069f282c57824a4b1bda5186371154c7	0.0	0.0	0.0	0.0	18.0	0.0
e4a3073cd4b307c5fc5e22df4c455561	0.0	0.0	17.0	0.0	0.0	0.0
f14a6c333c7159db1cad75cbeddeda5c	16.0	0.0	0.0	0.0	0.0	0.0
736d884b3fe1915b7a536e848510e736	0.0	0.0	15.0	0.0	0.0	0.0
9247b33a9cf313cc79a27be214c3c297	0.0	0.0	0.0	0.0	14.0	0.0
5ed3e8e98d2f3335ccfae33a29f210bf	0.0	0.0	0.0	0.0	14.0	0.0
9b4ccacf944f543502cbedd86563344d	0.0	0.0	0.0	0.0	0.0	14.0
dc92b026fb9631b0cd44ce2b0f3575d5	0.0	0.0	0.0	0.0	13.0	0.0
b058b72fbf749f1af5e8ffb3d562a0af	0.0	12.0	0.0	0.0	0.0	0.0
2f43e3fd8b2d0462bfe01dd3181dfd1b	0.0	0.0	0.0	0.0	12.0	0.0
b3ce2750e1a3121c1dd7dcd951fd7344	0.0	0.0	0.0	0.0	12.0	0.0
e81742f2a6ef21c8c51b21a5228c4c93	11.0	0.0	0.0	0.0	0.0	0.0
9e9cf59e4f9731463e8fdf3b494cc64c	0.0	0.0	11.0	0.0	0.0	0.0
840f49b0d2a06e6daa0c9ebf4c17a4a2	0.0	0.0	0.0	0.0	11.0	0.0
a4c2632e65e4173847a0ba0fd37772e4	0.0	0.0	0.0	0.0	11.0	0.0
c95eae3ef53b2c869ee1f5c029fc45c8	0.0	0.0	0.0	0.0	5.0	6.0
2f2cfb522935c7c63518a8d855dae284	0.0	0.0	0.0	0.0	11.0	0.0
76545c64a9d29f086ef8d97590b112e3	10.0	0.0	0.0	0.0	0.0	0.0
b619135d07308e7b4cd050607d1b3c87	10.0	0.0	0.0	0.0	0.0	0.0
caea8426cd03d3c3affba3edff0e9abb	10.0	0.0	0.0	0.0	0.0	0.0
dc02a02e305a0a774f63a372a764ba4c	0.0	0.0	10.0	0.0	0.0	0.0
0f52f5b4fc6e6ecca9b67092e06cd5a6	0.0	0.0	10.0	0.0	0.0	0.0
126e1aa6fb5970933791e9415af894a8	0.0	0.0	2.0	8.0	0.0	0.0
638e47368809c2c84ecdab39b6f3a60a	0.0	0.0	0.0	0.0	10.0	0.0
bb3e1b4ea12ca782a36c434579789dd5	9.0	0.0	0.0	0.0	0.0	0.0
26657aefd252905d02f3c6067d2e61f1	9.0	0.0	0.0	0.0	0.0	0.0
60b77915be914fa0b33281568dca1e9c	9.0	0.0	0.0	0.0	0.0	0.0
45c9b49bac1a0a27406a41a7820926a1	0.0	0.0	4.0	5.0	0.0	0.0
d780822b0b33a433bdecc3736f4c11d2	0.0	0.0	0.0	9.0	0.0	0.0
9714f30fb10ceafce8fc4a4f476e7023	8.0	0.0	0.0	0.0	0.0	0.0
a2e7915132cd9bd3c1b9525fe71aff59	8.0	0.0	0.0	0.0	0.0	0.0
bb6b184e79d4697c588ae2a63661ae2c	0.0	8.0	0.0	0.0	0.0	0.0
f1f912121d83d5094279cae1b2c8b0dc	0.0	0.0	8.0	0.0	0.0	0.0
5e3786f36b32719bdd8f1d76aac16890	0.0	0.0	0.0	0.0	7.0	0.0
ce597b304f9d01cd5fd9e8002519427c	0.0	0.0	6.0	0.0	0.0	0.0
bcb51602168b63cc0f13a7f1d772a082	0.0	0.0	0.0	6.0	0.0	0.0
cbb49dc1052dbc396e45eb15a53334d0	0.0	0.0	5.0	0.0	0.0	0.0
e63107b388d88d342cc68c62396bb77b	0.0	0.0	0.0	5.0	0.0	0.0
c72fcb66b9d417fc5969602a16465480	0.0	0.0	0.0	0.0	5.0	0.0
